id,poj_input,poj_unicode,tailo_input,tailo_unicode,hanlo,hoagi,from
5538,ke3-sng3-ki hu2-choo7 kang-teng5,kè-sǹg-ki hú-chō͘ kang-têng,ke3-sng3-ki hu2-tsoo7 kang-ting5,kè-sǹg-ki hú-tsōo kang-tîng,計算機輔助工程,電腦輔助工程,匿名
5539,Chhoan-phoo2,Chhoan-phó͘,Tshuan-phoo2,Tshuan-phóo,川普,川普,匿名
5540,Tai5-oan5-to2,Tâi-oân-tó,Tai5-uan5-to2,Tâi-uân-tó,台灣島,台灣島,匿名
5541,Giok8-san Soann-meh8,Gio̍k-san Soaⁿ-me̍h,Giok8-san Suann-meh8,Gio̍k-san Suann-me̍h,玉山山脈,玉山山脈,匿名
5542,Tiong-san-loo7,Tiong-san-lō͘,Tiong-san-loo7,Tiong-san-lōo,中山路,中山路,匿名
5543,Tiong-cheng3-loo7,Tiong-chèng-lō͘,Tiong-tsing3-loo7,Tiong-tsìng-lōo,中正路,中正路,匿名
5544,Kang Tek8-bin5,Kang Te̍k-bîn,Kang Tik8-bin5,Kang Ti̍k-bîn,江澤民,江澤民,匿名
5545,Tai7 Jit8-pun2 Te3-kok,Tāi Ji̍t-pún Tè-kok,Tai7 Jit8-pun2 Te3-kok,Tāi Ji̍t-pún Tè-kok,大日本帝國,大日本帝國,匿名
5546,Tang-kiann Thih-thah,Tang-kiaⁿ Thih-thah,Tang-kiann Thih-thah,Tang-kiann Thih-thah,東京鐵塔,東京鐵塔,匿名
5547,Khai2-soan5-mng5,Khái-soân-mn̂g,Khai2-suan5-mng5,Khái-suân-mn̂g,凱旋門,凱旋門,匿名
5548,Tiong-hau3-tang-loo7,Tiong-hàu-tang-lō͘,Tiong-hau3-tang-loo7,Tiong-hàu-tang-lōo,忠孝東路,忠孝東路,匿名
5549,Tai5-oan5 Chong2-tok,Tâi-oân Chóng-tok,Tai5-uan5 Tsong2-tok,Tâi-uân Tsóng-tok,台灣總督,台灣總督,匿名
5550,Chu It-kui3,Chu It-kùi,Tsu It-kui3,Tsu It-kuì,朱一貴,朱一貴,匿名
5551,Lim5 Song2-bun5,Lîm Sóng-bûn,Lim5 Song2-bun5,Lîm Sóng-bûn,林爽文,林爽文,匿名
5552,Ji7-ji7-pat,Jī-jī-pat,Ji7-ji7-pat,Jī-jī-pat,二二八,二二八,匿名
5553,peh8-oe7-bun5,pe̍h-oē-bûn,peh8-ue7-bun5,pe̍h-uē-bûn,白話文,白話文,匿名
5554,it-le7-it-hiu,it-lē-it-hiu,it-le7-it-hiu,it-lē-it-hiu,一例一休,一例一休,匿名
5555,Kim Cheng3-un,Kim Chèng-un,Kim Tsing3-un,Kim Tsìng-un,金正恩,金正恩,匿名
5556,Chu7-iu5 Si5-po3,Chū-iû Sî-pò,Chu7-iu5 Si5-po3,Chū-iû Sî-pò,自由時報,自由時報,匿名
5557,chu7-ti7-the2,chū-tī-thé,tsu7-ti7-the2,tsū-tī-thé,自治體,自治體,匿名
5558,Chin5-tiau5,Chîn-tiâu,Tsin5-tiau5,Tsîn-tiâu,秦朝,秦朝,匿名
5559,boo7-hu2,bō͘-hú,boo7-hu2,bōo-hú,幕府,幕府,匿名
5560,Ban7-iap8-chip8,Bān-ia̍p-chi̍p,Ban7-iap8-tsip8,Bān-ia̍p-tsi̍p,萬葉集,萬葉集,匿名
5561,Che5-kok,Chê-kok,Tse5-kok,Tsê-kok,齊國,齊國,匿名
5562,Ko-ku3-le5,Ko-kù-lê,Ko-ku3-le5,Ko-kù-lê,高句麗,高句麗,匿名
5563,Sin-lo5,Sin-lô,Sin-lo5,Sin-lô,新羅,新羅,匿名
5564,Pek-che3,Pek-chè,Pik-tse3,Pik-tsè,百濟,百濟,匿名
5565,Hiong-loo5,Hiong-lô͘,Hiong-loo5,Hiong-lôo,匈奴,匈奴,匿名
5566,soo3-tit8 hun-sek,sò͘-ti̍t hun-sek,soo3-tit8 hun-sik,sòo-ti̍t hun-sik,數值分析,數值分析,匿名
5567,hang5-liat8,hâng-lia̍t,hang5-liat8,hâng-lia̍t,行列,矩陣,匿名
5568,ku2-tin7/ki2-tin7,kú-tīn/kí-tīn,ku2-tin7/ki2-tin7,kú-tīn/kí-tīn,矩陣,矩陣,匿名
5569,thui-too7,thui-tō͘,thui-too7,thui-tōo,梯度,梯度,匿名
5570,it-moo5-put-poat8,it-mô͘-put-poa̍t,it-moo5-put-puat8,it-môo-put-pua̍t,一毛不拔,一毛不拔,匿名
5571,tiong5-to7-hu3-tiat8,tiông-tō-hù-tia̍t,tiong5-to7-hu3-tiat8,tiông-tō-hù-tia̍t,重蹈覆轍,重蹈覆轍,匿名
5572,te7-kiu5 kho-hak8,tē-kiû kho-ha̍k,te7-kiu5 kho-hak8,tē-kiû kho-ha̍k,地球科學,地球科學,匿名
5573,chai5-liau7 kho-hak8,châi-liāu kho-ha̍k,tsai5-liau7 kho-hak8,tsâi-liāu kho-ha̍k,材料科學,材料科學,匿名
5574,chhia-choa7,chhia-chōa,tshia-tsua7,tshia-tsuā,車逝,車次,Chenwujack Chen
5575,chhia-pang,chhia-pang,tshia-pang,tshia-pang,車幫,車次,Chenwujack Chen
5576,sin-bun5 choa2,sin-bûn chóa,sin-bun5 tsua2,sin-bûn tsuá,新聞紙,報紙,Chenwujack Chen
5577,"khih-chhui3 chiah8 bi2-hun2,khoann3 hian7-hian7","khih-chhùi chia̍h bí-hún,khòaⁿ hiān-hiān","khih-tshui3 tsiah8 bi2-hun2,khuann3 hian7-hian7","khih-tshuì tsia̍h bí-hún,khuànn hiān-hiān",缺喙食米粉，看現現,一目了然,Chenwujack Chen
5578,chit8 ji7 tio3 siang hi5,chi̍t jī tiò siang hî,tsit8 ji7 tio3 siang hi5,tsi̍t jī tiò siang hî,一餌釣雙魚,一石二鳥,Chenwujack Chen
5579,"it kiam ji7 koo3,bong la5-a2 kiam se2-khoo3","it kiam jī kò͘,bong lâ-á kiam sé-khò͘","it kiam ji7 koo3,bong la5-a2 kiam se2-khoo3","it kiam jī kòo,bong lâ-á kiam sé-khòo","一兼二顧,摸蜊仔兼洗褲",一石二鳥,Chenwujack Chen
5580,chit8-khang liah8 siang chiah,chi̍t-khang lia̍h siang chiah,tsit8-khang liah8 siang tsiah,tsi̍t-khang lia̍h siang tsiah,一空掠雙隻,一石二鳥,Chenwujack Chen
5581,it-ki2 liong2 tit,it-kí lióng tit,it-ki2 liong2 tit,it-kí lióng tit,一舉兩得,一石二鳥,Chenwujack Chen
5582,"chhoa7-boo2 ma7 chit sin,pai3-put8 ma7 chit sin","chhōa-bó͘ mā chit sin,pài-pu̍t mā chit sin","tshua7-boo2 ma7 tsit sin,pai3-put8 ma7 tsit sin","tshuā-bóo mā tsit sin,pài-pu̍t mā tsit sin","娶某嘛這身,拜佛嘛這身",一件衣服穿到底,Chenwujack Chen
5583,"thai5-kau2 ma7 chit su,cho3-chio3 ma7 chit su","thâi-káu mā chit su,chò-chiò mā chit su","thai5-kau2 ma7 tsit su,tso3-tsio3 ma7 tsit su","thâi-káu mā tsit su,tsò-tsiò mā tsit su",刣狗嘛這軀.做醮嘛這軀,一件衣服穿到底,Chenwujack Chen
5584,long2-chong2,lóng-chóng,long2-tsong2,lóng-tsóng,攏總,一共,Chenwujack Chen
5585,chit8-pai2 koh chit8-pai2,chi̍t-pái koh chi̍t-pái,tsit8-pai2 koh tsit8-pai2,tsi̍t-pái koh tsi̍t-pái,一擺閣一擺,一再,Chenwujack Chen
5586,it su2 pah liau2,it sú pah liáu,it su2 pah liau2,it sú pah liáu,一死百了,一死百了,Chenwujack Chen
5587,oan3 senn bo5 oan3 si2,oàn seⁿ bô oàn sí,uan3 senn bo5 uan3 si2,uàn senn bô uàn sí,怨生無怨死,一死百了,Chenwujack Chen
5588,"koe3-liau2 sin,koe3-liau2 tai7","kòe-liáu sin,kòe-liáu tāi","kue3-liau2 sin,kue3-liau2 tai7","kuè-liáu sin,kuè-liáu tāi","過了身,過了代",一死百了,Chenwujack Chen
5589,it-phang5 hong-sun7,it-phâng hong-sūn,it-phang5 hong-sun7,it-phâng hong-sūn,一帆風順,一帆風順,Chenwujack Chen
5590,si7 ni5 peh-chiat,sī nî peh-chiat,si7 ni5 peh-tsiat,sī nî peh-tsiat,是年八節,一年八節,Chenwujack Chen
5591,chiah8-lau7 lau7-hoan-tian,chia̍h-lāu lāu-hoan-tian,tsiah8-lau7 lau7-huan-tian,tsia̍h-lāu lāu-huan-tian,食老老番顛,"一年大,二年小",Chenwujack Chen
5592,"chhau2-te7 lo5-koo2,chit8-tang chit8-tang chham2","chháu-tē lô-kó͘,chi̍t-tang chi̍t-tang chhám","tshau2-te7 lo5-koo2,tsit8-tang tsit8-tang tsham2","tsháu-tē lô-kóo,tsi̍t-tang tsi̍t-tang tshám","草地鑼鼓,一冬一冬慘",一年不如一年,Chenwujack Chen
5593,chit8-ni5-thang3-thinn,chi̍t-nî-thàng-thiⁿ,tsit8-ni5-thang3-thinn,tsi̍t-nî-thàng-thinn,一年迵天,一年到頭,Chenwujack Chen
5594,chit8-ni5 thau3-tang,chi̍t-nî thàu-tang,tsit8-ni5 thau3-tang,tsi̍t-nî thàu-tang,一年透冬,一年到頭,Chenwujack Chen
5595,ni-thau5 kau3 ni5-boe2,ni-thâu kàu nî-bóe,ni-thau5 kau3 ni5-bue2,ni-thâu kàu nî-bué,年頭到年尾,一年到頭,Chenwujack Chen
5596,tng5-ni5-thang3-thinn,tn̂g-nî-thàng-thiⁿ,tng5-ni5-thang3-thinn,tn̂g-nî-thàng-thinn,長年迵天,一年到頭,Chenwujack Chen
5597,be7-pian3-khiau3,bē-piàn-khiàu,be7-pian3-khiau3,bē-piàn-khiàu,袂變竅,一成不變,Chenwujack Chen
5598,goan5-goan5 chiau3-ku7,goân-goân chiàu-kū,guan5-guan5 tsiau3-ku7,guân-guân tsiàu-kū,原原照舊,一成不變,Chenwujack Chen
5599,chit8-pai2 koh chit8-pai2,chi̍t-pái koh chi̍t-pái,tsit8-pai2 koh tsit8-pai2,tsi̍t-pái koh tsi̍t-pái,一擺閣一擺,一而再，再而三,Chenwujack Chen
5600,chong2-lang2,chóng-láng,tsong2-lang2,tsóng-láng,總攏,一把抓,Chenwujack Chen
5601,lak8-sai2 lak8-jio7,la̍k-sái la̍k-jiō,lak8-sai2 lak8-jio7,la̍k-sái la̍k-jiō,搦屎搦尿,"一把屎,一把尿",Chenwujack Chen
5602,"kau2 chiah8 chut8-bi2,si2 bo5-pian3","káu chia̍h chu̍t-bí,sí bô-piàn","kau2 tsiah8 tsut8-bi2,si2 bo5-pian3","káu tsia̍h tsu̍t-bí,sí bô-piàn","狗食秫米,死無變",一成不變,Chenwujack Chen
5603,chit8-koe3-poann3-koe3,chi̍t-kòe-pòaⁿ-kòe,tsit8-kue3-puann3-kue3,tsi̍t-kuè-puànn-kuè,一過半過,一次兩次,Chenwujack Chen
5604,"chit8-poo7 chha,poo7-poo7 chha","chi̍t-pō͘ chha,pō͘-pō͘ chha","tsit8-poo7 tsha,poo7-poo7 tsha","tsi̍t-pōo tsha,pōo-pōo tsha","一步差,步步差",一局錯，全盤皆非,Chenwujack Chen
5605,"it ki io5,pah hioh8 tang7","it ki iô,pah hio̍h tāng","it ki io5,pah hioh8 tang7","it ki iô,pah hio̍h tāng","一枝搖,百葉動",一局錯，全盤皆非,Chenwujack Chen
5606,phinn7-lau5 tap8-tih,phīⁿ-lâu ta̍p-tih,phinn7-lau5 tap8-tih,phīnn-lâu ta̍p-tih,鼻流沓滴,一把鼻涕一把淚,Chenwujack Chen
5607,it poo7 teng-thian,it pō͘ teng-thian,it poo7 ting-thian,it pōo ting-thian,一步登天,一步登天,Chenwujack Chen
5608,"boe7 chiunn7 sann chhun3 chui2,tioh8-beh pe5-liong5-chun5","bōe chiūⁿ saⁿ chhùn chúi,tio̍h-beh pê-liông-chûn","bue7 tsiunn7 sann tshun3 tsui2,tioh8-beh pe5-liong5-tsun5","buē tsiūnn sann tshùn tsuí,tio̍h-beh pê-liông-tsûn","未上三寸水,著欲扒龍船",一步登天,Chenwujack Chen
5609,chit8-pai2 poann3-pai2,chi̍t-pái pòaⁿ-pái,tsit8-pai2 puann3-pai2,tsi̍t-pái puànn-pái,一擺半擺,一次兩次,Chenwujack Chen
5610,chai3 sann chai3 si3,chài saⁿ chài sì,tsai3 sann tsai3 si3,tsài sann tsài sì,再三再四,一而再，再而三,Chenwujack Chen
5611,"it-gian5 put tiong3,chhian gian5 bu5 iong7","it-giân put tiòng,chhian giân bû iōng","it-gian5 put tiong3,tshian gian5 bu5 iong7","it-giân put tiòng,tshian giân bû iōng","一言不中,千言無用",一局錯，全盤皆非,Chenwujack Chen
5612,kui-oann2-phang5,kui-oáⁿ-phâng,kui-uann2-phang5,kui-uánn-phâng,規碗捀,一把抓,Chenwujack Chen
5613,bak8-sai2 lau5 bak8-sai2 tih,ba̍k-sái lâu ba̍k-sái tih,bak8-sai2 lau5 bak8-sai2 tih,ba̍k-sái lâu ba̍k-sái tih,"目屎流,目屎滴",一把鼻涕一把淚,Chenwujack Chen
5614,bak8-sai2 si3-lam5 sui5,ba̍k-sái sì-lâm sûi,bak8-sai2 si3-lam5 sui5,ba̍k-sái sì-lâm suî,目屎四淋垂,一把鼻涕一把淚,Chenwujack Chen
5615,chit8-poo7 peh chiunn7 thinn,chi̍t-pō͘ peh chiūⁿ thiⁿ,tsit8-poo7 peh tsiunn7 thinn,tsi̍t-pōo peh tsiūnn thinn,一步𬦰上天,一步登天,Chenwujack Chen
5616,be7 chiah8 sann-ni5 sian-sai2 tioh8-beh chiunn7 se-thian,bē chia̍h saⁿ-nî sian-sái tio̍h-beh chiūⁿ se-thian,be7 tsiah8 sann-ni5 sian-sai2 tioh8-beh tsiunn7 se-thian,bē tsia̍h sann-nî sian-sái tio̍h-beh tsiūnn se-thian,未食三年仙屎著欲上西天,一步登天,Chenwujack Chen
5617,boe7-cheng5 oh8-kiann5 tioh8-beh oh8 poe,bōe-chêng o̍h-kiâⁿ tio̍h-beh o̍h poe,bue7-tsing5 oh8-kiann5 tioh8-beh oh8 pue,buē-tsîng o̍h-kiânn tio̍h-beh o̍h pue,未曾學行著欲學飛,一步登天,Chenwujack Chen
5618,chiah8-bo5 sann pe2 eng3-chhai3 tioh8-beh chiunn7 se-thian,chia̍h-bô saⁿ pé èng-chhài tio̍h-beh chiūⁿ se-thian,tsiah8-bo5 sann pe2 ing3-tshai3 tioh8-beh tsiunn7 se-thian,tsia̍h-bô sann pé ìng-tshài tio̍h-beh tsiūnn se-thian,食無三把蕹菜著欲上西天,一步登天,Chenwujack Chen
5619,chiah8-bo5 sann te3 tau7-koann tioh8-beh chiunn7 se-thian,chia̍h-bô saⁿ tè tāu-koaⁿ tio̍h-beh chiūⁿ se-thian,tsiah8-bo5 sann te3 tau7-kuann tioh8-beh tsiunn7 se-thian,tsia̍h-bô sann tè tāu-kuann tio̍h-beh tsiūnn se-thian,食無三塊豆乾著欲上西天,一步登天,Chenwujack Chen
5620,"khioh bo5 sannbun5 bong7,tioh8 siunn7-beh cho3 thoo2-kong","khioh bô sannbûn bōng,tio̍h siūⁿ-beh chò thó͘-kong","khioh bo5 sannbun5 bong7,tioh8 siunn7-beh tso3 thoo2-kong","khioh bô sannbûn bōng,tio̍h siūnn-beh tsò thóo-kong","抾無三門墓,著想欲做土公",一步登天,Chenwujack Chen
5621,piann3 chit8-e5 koan5-ke7,piàⁿ chi̍t-ê koân-kē,piann3 tsit8-e5 kuan5-ke7,piànn tsi̍t-ê kuân-kē,拚一个懸低,一決高下,Chenwujack Chen
5622,pi2 chit8-e5 su-iann5,pí chi̍t-ê su-iâⁿ,pi2 tsit8-e5 su-iann5,pí tsi̍t-ê su-iânn,比一下輸贏,一決雌雄,Chenwujack Chen
5623,it-koat chhu-hiong5,it-koat chhu-hiông,it-kuat tshu-hiong5,it-kuat tshu-hiông,一決雌雄,一決雌雄,Chenwujack Chen
5624,piann3 chit8-e5 kang-bo2,piàⁿ chi̍t-ê kang-bó,piann3 tsit8-e5 kang-bo2,piànn tsi̍t-ê kang-bó,拚一个公母,一決雌雄,Chenwujack Chen
5625,piann3 chit8-e5 kau7-poh8,piàⁿ chi̍t-ê kāu-po̍h,piann3 tsit8-e5 kau7-poh8,piànn tsi̍t-ê kāu-po̍h,拚一个厚薄,一決雌雄,Chenwujack Chen
5626,khoann3 si7 beh si2 ti-ko iah si2 ti-bo2,khòaⁿ sī beh sí ti-ko iah sí ti-bó,khuann3 si7 beh si2 ti-ko iah si2 ti-bo2,khuànn sī beh sí ti-ko iah sí ti-bó,看是欲死豬哥抑死豬母,一決雌雄,Chenwujack Chen
5627,kui-pak-hoe2,kui-pak-hóe,kui-pak-hue2,kui-pak-hué,規腹火,一肚子火,Chenwujack Chen
5628,khi3 tng5 khi3 too7,khì tn̂g khì tō͘,khi3 tng5 khi3 too7,khì tn̂g khì tōo,氣腸氣肚,一肚子氣,Chenwujack Chen
5629,khoo3-kha choan5-si7 kui2,khò͘-kha choân-sī kúi,khoo3-kha tsuan5-si7 kui2,khòo-kha tsuân-sī kuí,褲跤全是鬼,一肚子鬼,Chenwujack Chen
5630,pak-too2 lai7 theh-theh kui2,pak-tó͘ lāi theh-theh kúi,pak-too2 lai7 theh-theh kui2,pak-tóo lāi theh-theh kuí,腹肚內澈澈鬼,一肚子鬼,Chenwujack Chen
5631,kong-oe7 u7 lat8-thau5,kong-oē ū la̍t-thâu,kong-ue7 u7 lat8-thau5,kong-uē ū la̍t-thâu,講話有力頭,一言九鼎,Chenwujack Chen
5632,hoah chui2 e7 kian-tang3,hoah chúi ē kian-tàng,huah tsui2 e7 kian-tang3,huah tsuí ē kian-tàng,喝水會堅凍,一言九鼎,Chenwujack Chen
5633,chit8 mih8 kang3 chit8 mih8,chi̍t mi̍h kàng chi̍t mi̍h,tsit8 mih8 kang3 tsit8 mih8,tsi̍t mi̍h kàng tsi̍t mi̍h,一物 降一物,一物剋一物,Chenwujack Chen
5634,"hi5 hoan5 hi5,he5 hoan5 he5","hî hoân hî,hê hoân hê","hi5 huan5 hi5,he5 huan5 he5","hî huân hî,hê huân hê","魚還魚,蝦還蝦",一是一，二是二,Chenwujack Chen
5635,"teng si7 teng ,bau2 si7 bau2","teng sī teng ,báu sī báu","ting si7 ting ,bau2 si7 bau2","ting sī ting ,báu sī báu","釘是釘,鉚是鉚",一是一，二是二,Chenwujack Chen
5636,tng2-khi3 chiah8 ka-ki7/tuinn2 khi3 chiah8 ka-ti7,tńg-khì chia̍h ka-kī/túiⁿ khì chia̍h ka-tī,tng2-khi3 tsiah8 ka-ki7/tuinn2 khi3 tsiah8 ka-ti7,tńg-khì tsia̍h ka-kī/tuínn khì tsia̍h ka-tī,轉去食家己,一拍兩散,Chenwujack Chen
5637,chit8- un5  chit8- un5,chi̍t- ûn  chi̍t- ûn,tsit8- un5  tsit8- un5,tsi̍t- ûn  tsi̍t- ûn,一勻一勻,一波一波,Chenwujack Chen
5638,chit8 hng phoa3 chit8 hng,chi̍t hng phòa chi̍t hng,tsit8 hng phua3 tsit8 hng,tsi̍t hng phuà tsi̍t hng,一方破一方,一物剋一物,Chenwujack Chen
5639,"teng2-si koan2 e7-si ,ti5-thau5 koan2 pun3-ki","téng-si koán ē-si ,tî-thâu koán pùn-ki","ting2-si kuan2 e7-si ,ti5-thau5 kuan2 pun3-ki","tíng-si kuán ē-si ,tî-thâu kuán pùn-ki","頂司管下司,鋤頭管畚箕",一物剋一物,Chenwujack Chen
5640,ok-lang5 chu7-iu2 ok-lang5 boa5,ok-lâng chū-iú ok-lâng bôa,ok-lang5 tsu7-iu2 ok-lang5 bua5,ok-lâng tsū-iú ok-lâng buâ,惡人自有惡人磨,一物剋一物,Chenwujack Chen
5641,"ok-be2 ok-lang5 khia5,ian-chi-be2 tu2-tioh8 koan lo2-ia5","ok-bé ok-lâng khiâ,ian-chi-bé tú-tio̍h koan ló-iâ","ok-be2 ok-lang5 khia5,ian-tsi-be2 tu2-tioh8 kuan lo2-ia5","ok-bé ok-lâng khiâ,ian-tsi-bé tú-tio̍h kuan ló-iâ","惡馬惡人騎,胭脂馬拄著關老爺",一物剋一物,Chenwujack Chen
5642,"gia5-kang ka7,ke-bo2 hah","giâ-kang kā,ke-bó hah","gia5-kang ka7,ke-bo2 hah","giâ-kang kā,ke-bó hah","蜈蚣咬,雞母哈",一物剋一物,Chenwujack Chen
5643,sann chhian si3 chhian,saⁿ chhian sì chhian,sann tshian si3 tshian,sann tshian sì tshian,三遷四遷,一拖再拖,Chenwujack Chen
5644,chap8-ji7 tiam2 kong3 chap8-ji7 e7,cha̍p-jī tiám kòng cha̍p-jī ē,tsap8-ji7 tiam2 kong3 tsap8-ji7 e7,tsa̍p-jī tiám kòng tsa̍p-jī ē,十二點摃十二下,一板一眼,Chenwujack Chen
5645,it pan2 it gan2,it pán it gán,it pan2 it gan2,it pán it gán,一板一眼,一板一眼,Chenwujack Chen
5646,si2-khau3,sí-khàu,si2-khau3,sí-khàu,死釦,一板一眼,Chenwujack Chen
5647,pah-pah-khang,pah-pah-khang,pah-pah-khang,pah-pah-khang,百百空,一波未平，一波又起,Chenwujack Chen
5648,"su3-su siok8 lut-lut,chap8 ku3 kau2-ku3 put","sù-su sio̍k lut-lut,cha̍p kù káu-kù put","su3-su siok8 lut-lut,tsap8 ku3 kau2-ku3 put","sù-su sio̍k lut-lut,tsa̍p kù káu-kù put","四書熟lut-lut,十句九句不",一知半解,Chenwujack Chen
5649,chai it m7-chai ji7,chai it m̄-chai jī,tsai it m7-tsai ji7,tsai it m̄-tsai jī,知一毋知二,一知半解,Chenwujack Chen
5650,chai hoainn5 m7-chai tit8,chai hoâiⁿ m̄-chai ti̍t,tsai huainn5 m7-tsai tit8,tsai huâinn m̄-tsai ti̍t,知橫毋知直,一知半解,Chenwujack Chen
5651,chai-thau5 m7-chai boe2,chai-thâu m̄-chai bóe,tsai-thau5 m7-tsai bue2,tsai-thâu m̄-tsai bué,知頭毋知尾,一知半解,Chenwujack Chen
5652,khioh lang5-e5 sai2-boe2,khioh lâng-ê sái-bóe,khioh lang5-e5 sai2-bue2,khioh lâng-ê sái-bué,抾人个屎尾,一知半解,Chenwujack Chen
5653,khioh teng-hoe2 sai2,khioh teng-hóe sái,khioh ting-hue2 sai2,khioh ting-hué sái,抾燈火屎,一知半解,Chenwujack Chen
5654,koan5-ke7 keng,koân-kē keng,kuan5-ke7 king,kuân-kē king,懸低肩,一肩高一肩低,Chenwujack Chen
5655,li2 liu goa2 soan,lí liu góa soan,li2 liu gua2 suan,lí liu guá suan,你溜我旋,一哄而散,Chenwujack Chen
5656,khi3 kau3-te3 a2,khì kàu-tè á,khi3 kau3-te3 a2,khì kàu-tè á,氣到地仔,一怒之下,Chenwujack Chen
5657,khi2-chheh kau3-te3,khí-chheh kàu-tè,khi2-tsheh kau3-te3,khí-tsheh kàu-tè,起慼到地,一怒之下,Chenwujack Chen
5658,"teng si7 teng,bau2 si7 bau2","teng sī teng,báu sī báu","ting si7 ting,bau2 si7 bau2","ting sī ting,báu sī báu","丁是丁,卯是卯",一是一，二是二,Chenwujack Chen
5659,"chui2-ku hoan5 chui2-ku,chhan5-le5 hoan5 chhan5-le5","chúi-ku hoân chúi-ku,chhân-lê hoân chhân-lê","tsui2-ku huan5 tsui2-ku,tshan5-le5 huan5 tshan5-le5","tsuí-ku huân tsuí-ku,tshân-lê huân tshân-lê","水龜還水龜,田螺 還田螺",一是一，二是二,Chenwujack Chen
5660,"chhoo-khng hoan5 chhoo-khng,phann3-chhek hoan5 phann3-chhek","chho͘-khng hoân chho͘-khng,phàⁿ-chhek hoân phàⁿ-chhek","tshoo-khng huan5 tshoo-khng,phann3-tshik huan5 phann3-tshik","tshoo-khng huân tshoo-khng,phànn-tshik huân phànn-tshik","粗糠還粗糠,冇粟還冇粟",一是一，二是二,Chenwujack Chen
5661,"chit8 hoan5 chit8,ji7 hoan5 ji7","chi̍t hoân chi̍t,jī hoân jī","tsit8 huan5 tsit8,ji7 huan5 ji7","tsi̍t huân tsi̍t,jī huân jī","一還一,二還二",一是一，二是二,Chenwujack Chen
5662,chit8-khoo tu2-thinn,chi̍t-kho͘ tú-thiⁿ,tsit8-khoo tu2-thinn,tsi̍t-khoo tú-thinn,一箍拄天,一柱擎天,Chenwujack Chen
5663,chit8-khoo na7 thinn-thiau7,chi̍t-kho͘ nā thiⁿ-thiāu,tsit8-khoo na7 thinn-thiau7,tsi̍t-khoo nā thinn-thiāu,一箍若天柱,一柱擎天,Chenwujack Chen
5664,thai3-choo2-e5,thài-chó͘-ê,thai3-tsoo2-e5,thài-tsóo-ê,太祖个,一流,Chenwujack Chen
5665,"khui-chhui3 ham,liap8-liap8 chhau3","khui-chhùi ham,lia̍p-lia̍p chhàu","khui-tshui3 ham,liap8-liap8 tshau3","khui-tshuì ham,lia̍p-lia̍p tshàu","開喙蚶,粒粒臭",一派胡言,Chenwujack Chen
5666,kinn3 kui2 sai-kong peh8-chhat8 hi3,kìⁿ kúi sai-kong pe̍h-chha̍t hì,kinn3 kui2 sai-kong peh8-tshat8 hi3,kìnn kuí sai-kong pe̍h-tsha̍t hì,見鬼司公白賊戲,一派胡言,Chenwujack Chen
5667,chit8-chu3-hiunn,chi̍t-chù-hiuⁿ,tsit8-tsu3-hiunn,tsi̍t-tsù-hiunn,一炷香,一炷香,Chenwujack Chen
5668,chit8-ki tek-ko ah -to2 chit8 chun5 chai3,chi̍t-ki tek-ko ah -tó chi̍t chûn chài,tsit8-ki tik-ko ah -to2 tsit8 tsun5 tsai3,tsi̍t-ki tik-ko ah -tó tsi̍t tsûn tsài,一枝竹篙壓倒一船載,一竿子打翻一船人,Chenwujack Chen
5669,poann3-bin7 siong-sek,pòaⁿ-bīn siong-sek,puann3-bin7 siong-sik,puànn-bīn siong-sik,半面相識,一面之交,Chenwujack Chen
5670,khi-kui-peng5,khi-kui-pêng,khi-kui-ping5,khi-kui-pîng,攲規爿,一面倒,Chenwujack Chen
5671,oa2-kui-peng5,oá-kui-pêng,ua2-kui-ping5,uá-kui-pîng,倚規爿,一面倒,Chenwujack Chen
5672,si-koe oat2oa7-peng5,si-koe oat2ōa-pêng,si-kue uat2ua7-ping5,si-kue uátuā-pîng,西瓜倚大爿,一面倒,Chenwujack Chen
5673,kong2 Eng-gi2,kóng Eng-gí,kong2 Ing-gi2,kóng Ing-gí,講英語,講英語,Chenwujack Chen
5674,tng5 thau5 lok8,tn̂g thâu lo̍k,tng5 thau5 lok8,tn̂g thâu lo̍k,長頭鹿,長頸鹿,Chenwujack Chen
5675,tng5 kha lok8,tn̂g kha lo̍k,tng5 kha lok8,tn̂g kha lo̍k,長跤鹿,長頸鹿,Chenwujack Chen
5676,it-bun5-put-tit8,it-bûn-put-ti̍t,it-bun5-put-tit8,it-bûn-put-ti̍t,一文不值,一文不值,匿名
5677,Bi2-li7-kian Hap8-chiong3-kok,Bí-lī-kian Ha̍p-chiòng-kok,Bi2-li7-kian Hap8-tsiong3-kok,Bí-lī-kian Ha̍p-tsiòng-kok,美利堅合眾國,美國,匿名
5678,tu5-sip-ki,tû-sip-ki,tu5-sip-ki,tû-sip-ki,除濕機,除濕機,匿名
5679,sng-loah8-thng,sng-loa̍h-thng,sng-loah8-thng,sng-loa̍h-thng,酸辣湯,酸辣湯,匿名
5680,ang5-kiok,âng-kiok,ang5-kiok,âng-kiok,紅麴,紅麴,匿名
5681,ma2-khek-poe,má-khek-poe,ma2-khik-pue,má-khik-pue,馬克杯,馬克杯,匿名
5682,eng5-iong2 ngoo2-chhan,êng-ióng ngó͘-chhan,ing5-iong2 ngoo2-tshan,îng-ióng ngóo-tshan,營養午餐,營養午餐,匿名
