id,poj_unicode,poj_input,kiplmj_unicode,kiplmj_input,hanlo_taibun_kiplmj,hoabun,from
4380,Tâi-oân kâu-san-á,Tai5-oan5 kau5-san-a2,Tâi-uân kâu-san-á,Tai5-uan5 kau5-san-a2,台灣猴山仔,台灣獼猴,匿名
4381,hui ki-in kái-chō ê hoan-be̍h chí,hui ki-in kai2-cho7 e5 hoan-beh8 chi2,hui ki-in kái-tsō ê huan-be̍h tsí,hui ki-in kai2-tso7 e5 huan-beh8 tsi2,非基因改造的番麥子,非基因改造的玉米種子,匿名
4382,ta̍k lé-pài,tak8 le2-pai3,ta̍k lé-pài,tak8 le2-pai3,逐禮拜,每週,匿名
4383,chiok thiám,chiok thiam2,tsiok thiám,tsiok thiam2,足忝,好累,匿名
4384,kóng chi̍t kái,kong2 chit8 kai2,kóng tsi̍t kái,kong2 tsit8 kai2,講一改,說一次,匿名
4385,gún chó͘-kong,gun2 choo2-kong,gún tsóo-kong,gun2 tsoo2-kong,阮祖公,我祖先,匿名
4386,lâng bô-sóng-khoài,lang5 bo5-song2-khoai3,lâng bô-sóng-khuài,lang5 bo5-song2-khuai3,人無爽快,人不舒服,匿名
4387,choân-pō͘ lóng khòaⁿ bô,choan5-poo7 long2 khoann3 bo5,tsuân-pōo lóng khuànn bô,tsuan5-poo7 long2 khuann3 bo5,全部攏看無,全都看不懂,匿名
4388,chhōe--tio̍h,chhoe7--tioh8,tshuē--tio̍h,tshue7--tioh8,揣著,找到,匿名
4389,oá thang-á,oa2 thang-a2,uá thang-á,ua2 thang-a2,倚窗仔,靠窗戶,匿名
4390,ko hoeh-iû,ko hoeh-iu5,ko hueh-iû,ko hueh-iu5,高血油,高血脂,匿名
4391,hāi góa m̄-chai-iáⁿ aì kóng siáⁿ,hai7 goa2 m7-chai-iann2 ai3 kong2 siann2,hāi guá m̄-tsai-iánn ài kóng siánn,hai7 gua2 m7-tsai-iann2 ai3 kong2 siann2,害我毋知影愛講啥,害我不知道該說什麼,匿名
4392,m̄-kam,m7-kam,m̄-kam,m7-kam,毋甘,不捨,匿名
4393,khì siong kái ut,khi3 siong kai2 ut,khì siong kái ut,khi3 siong kai2 ut,去傷解鬱,去傷解鬱,匿名
4394,mài kā góa kha̍p,mai3 ka7 goa2 khap8,mài kā guá kha̍p,mai3 ka7 gua2 khap8,莫共我磕,不要碰我,匿名
4395,pán-chú,pan2-chu2,pán-tsú,pan2-tsu2,版主,版主,匿名
4396,gián-kiù-só͘,gian2-kiu3-soo2,gián-kiù-sóo,gian2-kiu3-soo2,研究所,研究所,匿名
4397,hō͘--lí,hoo7--li2,hōo--lí,hoo7--li2,予你,給你,匿名
4398,khong-ho̍k-oân,khong-hok8-oan5,khong-ho̍k-uân,khong-hok8-uan5,空服員,空服員,匿名
4399,kam-chià bô siang thâu tiⁿ,kam-chia3 bo5 siang thau5 tinn,kam-tsià bô siang thâu tinn,kam-tsia3 bo5 siang thau5 tinn,甘蔗無雙頭甜,甘蔗沒有雙頭甜,匿名
4400,lí tàu-té hō͘ góa khòaⁿ siáⁿ,li2 tau3-te2 hoo7 goa2 khoann3 siann2,lí tàu-té hōo guá khuànn siánn,li2 tau3-te2 hoo7 gua2 khuann3 siann2,你到底予我看啥,你到底給我看了什麼,匿名
4401,góa tàu-té khòaⁿ-tio̍h siáⁿ,goa2 tau3-te2 khoann3-tioh8 siann2,guá tàu-té khuànn-tio̍h siánn,gua2 tau3-te2 khuann3-tioh8 siann2,我到底看著啥,我到底看了什麼,匿名
4402,gōng-tai,gong7-tai,gōng-tai,gong7-tai,戇呆,傻逼,匿名
4403,bô koh-iūⁿ,bo5 koh-iunn7,bô koh-iūnn,bo5 koh-iunn7,無各樣,無恙,匿名
4404,chìn-tō͘,chin3-too7,tsìn-tōo,tsin3-too7,震度,震度,匿名
4405,chhiⁿ-leng-tê / chhiⁿ-ni-tê,chhinn-leng-te5 / chhinn-ni-te5,tshinn-ling-tê / tshinn-ni-tê,tshinn-ling-te5 / tshinn-ni-te5,鮮奶茶,鮮奶茶,匿名
4406,bô-tek-khak,bo5-tek-khak,bô-tik-khak,bo5-tik-khak,無的確,搞不好,匿名
4407,oan-iuⁿ chhiⁿ-leng-tê,oan-iunn chhinn-leng-te5,uan-iunn tshinn-ling-tê,uan-iunn tshinn-ling-te5,鴛鴦鮮奶茶,鴛鴦鮮奶茶,匿名
4408,lê-bóng âng-tê,le5-bong2 ang5-te5,lê-bóng âng-tê,le5-bong2 ang5-te5,檸檬紅茶,檸檬紅茶,匿名
4409,lā-thé,la7-the2,lā-thé,la7-the2,lā-thé,拿鐵,匿名
4410,mó͘-khah,moo2-khah,móo-khah,moo2-khah,móo-khah,摩卡,匿名
4411,kha-pú-chhí-no͘h,kha-pu2-chhi2-nooh,kha-pú-tshí-nooh,kha-pu2-tshi2-nooh,kha-pú-tshí-nooh,卡布奇諾,匿名
4412,ē-si8rh-pū-lé-so͘h,e7-si8rh-pu7-le2-sooh,ē-si̍rh-pū-lé-sooh,e7-si8rh-pu7-le2-sooh,ē-si̍rh-pū-lé-sooh,濃縮咖啡,匿名
4413,khó͘-kho͘h,khoo2-khooh,khóo-khooh,khoo2-khooh,khóo-khooh,可可,匿名
4414,boat-tê,boat-te5,buat-tê,buat-te5,抹茶,抹茶,匿名
4415,mā-chia,ma7-chia,mā-tsia,ma7-tsia,mā-tsia,抹茶,匿名
4416,Uî-ki,Ui5-ki,Uî-ki,Ui5-ki,維基,維基,匿名
4417,Uí-khih,Ui2-khih,Uí-khih,Ui2-khih,Uí-khih,維基,匿名
4418,lông-sok-ka-pi,long5-sok-ka-pi,lông-sok-ka-pi,long5-sok-ka-pi,濃縮咖啡,濃縮咖啡,匿名
4419,khí-kho i-seng,khi2-kho i-seng,khí-kho i-sing,khi2-kho i-sing,齒科醫生,牙醫,Min-de Ang
4420,khé-chha,khe2-chha,khé-tsha,khe2-tsha,稽查,稽查,Min-de Ang
4421,thai-mo̍͘h chhú-iūⁿ,thai-mooh8 chhu2-iunn7,thai-mo̍oh tshú-iūnn,thai-mooh8 tshu2-iunn7,胎膜取樣,羊膜穿刺,Min-de Ang
4422,bong-leng / bo͘-ni,bong-leng / boo-ni,bong-ling / boo-ni,bong-ling / boo-ni,摸奶,摸奶,匿名
4423,ke-nn̄g-ko-á / koe-nn̄g-ko-á,ke-nng7-ko-a2 / koe-nng7-ko-a2,ke-nn̄g-ko-á / kue-nn̄g-ko-á,ke-nng7-ko-a2 / kue-nng7-ko-a2,雞卵糕仔,雞蛋糕,匿名
4424,chián-thâu,chian2-thau5,tsián-thâu,tsian2-thau5,剪頭,剪頭髮,匿名
4425,Gô-kok,Go5-kok,Gô-kok,Go5-kok,俄國,俄羅斯,匿名
4426,Sam-lîm-tìn,Sam-lim5-tin3,Sam-lîm-tìn,Sam-lim5-tin3,三林鎮,三林鎮,匿名
4427,gōng-ku,gong7-ku,gōng-ku,gong7-ku,戇龜,傻逼,匿名
4428,iâu-khòng-khì,iau5-khong3-khi3,iâu-khòng-khì,iau5-khong3-khi3,遙控器,搖控器,匿名
4429,Ē-sū-phu-lé-so͘h,E7-su7-phu-le2-sooh,Ē-sū-phu-lé-sooh,E7-su7-phu-le2-sooh,Ē-sū-phu-lé-sooh,濃縮咖啡,匿名
4430,hek-sin,hek-sin,hik-sin,hik-sin,肉身,肉身,匿名
4431,kòng-khaⁿ-á,kong3-khann-a2,kòng-khann-á,kong3-khann-a2,摃坩仔,肛交,匿名
4432,tông-sèng-aì,tong5-seng3-ai3,tông-sìng-ài,tong5-sing3-ai3,同性愛,同性戀,匿名
4433,sái-kha-chhng,sai2-kha-chhng,sái-kha-tshng,sai2-kha-tshng,駛尻川,肛交,匿名
4434,bôa-kiàⁿ--ê,boa5-kiann3--e5,buâ-kiànn--ê,bua5-kiann3--e5,磨鏡的,女同性戀,匿名
4435,su-iâⁿ,su-iann5,su-iânn,su-iann5,輸贏,比賽,匿名
4436,khong-am,khong-am,khong-am,khong-am,悾闇,愚笨,匿名
4437,tâng-pâng,tang5-pang5,tâng-pâng,tang5-pang5,同房,做愛,匿名
4438,kóng-á-kóe,kong2-a2-koe2,kóng-á-kué,kong2-a2-kue2,管仔粿,紅豆餅,匿名
4439,hái-ti-á-se̍h,hai2-ti-a2-seh8,hái-ti-á-se̍h,hai2-ti-a2-seh8,海豬仔踅,髮夾彎,匿名
4440,bûn-pún,bun5-pun2,bûn-pún,bun5-pun2,文本,文本,匿名
4441,oah-saih,oah-saih,uah-saih,uah-saih,uah-saih,哇噻,匿名
4442,oah-saih,oah-saih,uah-saih,uah-saih,uah-saih,哇賽,匿名
4443,lí chiok gōng,li2 chiok gong7,lí tsiok gōng,li2 tsiok gong7,你足戇,你很笨,匿名
4445,chin bô lé-māu,chin bo5 le2-mau7,tsin bô lé-māu,tsin bo5 le2-mau7,真無禮貌,真沒禮貌,匿名
4446,thih-ki,thih-ki,thih-ki,thih-ki,鐵支,鐵支,匿名
4447,liú-teng,liu2-teng,liú-ting,liu2-ting,柳丁,同花順,匿名
4448,chhit-thô,chhit-tho5,tshit-thô,tshit-tho5,𨑨迌,七逃,匿名
4449,thô͘-hún-suh-á,thoo5-hun2-suh-a2,thôo-hún-suh-á,thoo5-hun2-suh-a2,塗粉欶仔,吸塵器,Weston Sorensen
4451,lí kóng siáⁿ,li2 kong2 siann2,lí kóng siánn,li2 kong2 siann2,你講啥,你說什麼,Justin Richard Leung
4452,Iâ-so͘ ê aì,Ia5-soo e5 ai3,Iâ-soo ê ài,Ia5-soo e5 ai3,耶穌的愛,耶穌的愛,Justin Richard Leung
4453,oe-á-chhài/e-á-chhài/meh-á-chhài,oe-a2-chhai3/e-a2-chhai3/meh-a2-chhai3,ue-á-tshài/e-á-tshài/meh-á-tshài,ue-a2-tshai3/e-a2-tshai3/meh-a2-tshai3,萵仔菜,A菜,Justin Richard Leung
4454,lûi-kong sih-nah,lui5-kong sih-nah,luî-kong sih-nah,lui5-kong sih-nah,雷公爍爁,打雷閃電,匿名
4455,sì-thīn,si3-thin7,sì-thīn,si3-thin7,四伨,平衡,匿名
4456,chhá-pan,chha2-pan,tshá-pan,tsha2-pan,吵班,打擾,匿名
4457,giàn-thâu,gian3-thau5,giàn-thâu,gian3-thau5,癮頭,傻逼,匿名
4458,gê-kho sian-siⁿ,ge5-kho sian-sinn,gê-kho sian-sinn,ge5-kho sian-sinn,牙科先生,牙醫,匿名
4459,géng-tê,geng2-te5,gíng-tê,ging2-te5,研茶,抹茶,匿名
4460,hoān-sè,hoan7-se3,huān-sè,huan7-se3,凡勢,搞不好,匿名
4461,chin-siān,chin-sian7,tsin-siān,tsin-sian7,真𤺪,好累,匿名
4462,pòaⁿ-lâm-iûⁿ,poann3-lam5-iunn5,puànn-lâm-iûnn,puann3-lam5-iunn5,半男陽,雙性人,許居士
4463,i-chiûⁿ,i-chiunn5,i-tsiûnn,i-tsiunn5,衣裳,衣裳,Kuen Ming  Sh
4464,giàn-thâu,gian3-thau5,giàn-thâu,gian3-thau5,癮頭,傻逼,Hui-Min Wang
4465,phû-kiû,phu5-kiu5,phû-kiû,phu5-kiu5,浮球,浮球,匿名
4466,liâm-mi ū liâm-mi bô,liam5-mi u7 liam5-mi bo5,liâm-mi ū liâm-mi bô,liam5-mi u7 liam5-mi bo5,連鞭有連鞭無,斷斷續續,匿名
4467,bô--ah,bo5--ah,bô--ah,bo5--ah,無矣,沒了,匿名
4468,ke-nn̄g-ko,ke-nng7-ko,ke-nn̄g-ko,ke-nng7-ko,雞卵糕,雞蛋糕,匿名
4469,hún-îⁿ leng-tê,hun2-inn5 leng-te5,hún-înn ling-tê,hun2-inn5 ling-te5,粉圓奶茶,珍珠奶茶,匿名
4470,hàiⁿ-lān,hainn3-lan7,hàinn-lān,hainn3-lan7,幌𡳞,閒晃,Âng Hiok-siông
4471,siak-phāⁿ,siak-phann7,siak-phānn,siak-phann7,鑠奅,蝦趴,匿名
4472,saⁿ-khò͘-keng-á,sann-khoo3-keng-a2,sann-khòo-king-á,sann-khoo3-king-a2,衫褲弓仔,衣架,Wythe Lee
4473,chi-bai,chi-bai,tsi-bai,tsi-bai,膣屄,女陰,匿名
4474,lop-lop,lop-lop,lop-lop,lop-lop,lop-lop,鬆垮,匿名
4475,lòm-lòm,lom3-lom3,lòm-lòm,lom3-lom3,lòm-lòm,鬆垮,匿名
4476,chòe-ko hoat-īⁿ,choe3-ko hoat-inn7,tsuè-ko huat-īnn,tsue3-ko huat-inn7,最高法院,最高法院,匿名
4477,lòng-koan,long3-koan,lòng-kuan,long3-kuan,挵關,闖關,匿名
4478,bí-hoeh,bi2-hoeh,bí-hueh,bi2-hueh,米血,豬血糕,Ivan Hsu
4479,phî-tàn tāu-hū,phi5-tan3 tau7-hu7,phî-tàn tāu-hū,phi5-tan3 tau7-hu7,皮蛋豆腐,皮蛋豆腐,Ivan Hsu
4480,thǹg-mī-sòaⁿ,thng3-mi7-soann3,thǹg-mī-suànn,thng3-mi7-suann3,燙麵線,燙麵線,Ivan Hsu
4481,saⁿ-sái,sann-sai2,sann-sái,sann-sai2,相駛,做愛,匿名
4482,sio-kàn,sio-kan3,sio-kàn,sio-kan3,相姦,做愛,匿名
4483,sì-kè-loa̍h-loa̍h-sô,si3-ke3-loah8-loah8-so5,sì-kè-lua̍h-lua̍h-sô,si3-ke3-luah8-luah8-so5,四界捋捋趖,到處閒逛,Ivan Hsu
4484,chhài-chio,chhai3-chio,tshài-tsio,tshai3-tsio,菜椒,青椒,匿名
4485,e-po͘-chhī,e-poo-chhi7,e-poo-tshī,e-poo-tshi7,下晡市,黃昏市場,匿名
4486,khà-suh,kha3-suh,khà-suh,kha3-suh,khà-suh,卡司,匿名
4487,siuⁿ-che / siuⁿ-choe,siunn-che / siunn-choe,siunn-tse / siunn-tsue,siunn-tse / siunn-tsue,傷濟,太多,Shen GT
4488,sòaⁿ-téng,soann3-teng2,suànn-tíng,suann3-ting2,線頂,線上,匿名
4489,Chi-ná,Chi-na2,Tsi-ná,Tsi-na2,支那,支那,匿名
4490,lo̍h-tōa-hō͘,loh8-toa7-hoo7,lo̍h-tuā-hōo,loh8-tua7-hoo7,落大雨,下大雨,匿名
4491,chhù-lāi-ku,chhu3-lai7-ku,tshù-lāi-ku,tshu3-lai7-ku,厝內龜,宅男,Khóo Pōe-bín
4492,cháu-bé-lō͘,chau2-be2-loo7,tsáu-bé-lōo,tsau2-be2-loo7,走馬路,陽台,匿名
4493,liâng-tâi,liang5-tai5,liâng-tâi,liang5-tai5,涼台,陽台,匿名
4494,Phiak-ku,Phiak-ku,Phiak-ku,Phiak-ku,擗龜,叩頭蟲,Âng Hiok-siông
4495,hioh-tiong-tâi,hioh-tiong-tai5,hioh-tiong-tâi,hioh-tiong-tai5,歇中台,中場休息,匿名
4496,bē-hù-chī,be7-hu3-chi7,bē-hù-tsī,be7-hu3-tsi7,袂赴市,來不及,匿名
4497,bô-oē-kóng,bo5-oe7-kong2,bô-uē-kóng,bo5-ue7-kong2,無話講,沒話說,匿名
4498,ti-hoeh-kóe,ti-hoeh-koe2,ti-hueh-kué,ti-hueh-kue2,豬血稞,豬血糕,胡倫
4499,chia̍h-pn̄g--lah,chiah8-png7--lah,tsia̍h-pn̄g--lah,tsiah8-png7--lah,食飯啦,吃飯啦,潘琮霖
4500,kà-pháiⁿ gín-á tōa-sè,ka3-phainn2 gin2-a2 toa7-se3,kà-pháinn gín-á tuā-sè,ka3-phainn2 gin2-a2 tua7-se3,教歹囡仔大細,教壞囝仔大小,葉宇喬
4501,góa thiaⁿ-bô,goa2 thiann-bo5,guá thiann-bô,gua2 thiann-bo5,我聽無,我聽不懂,葉宇喬
4502,kiú-ngó͘,kiu2-ngoo2,kiú-ngóo,kiu2-ngoo2,九五,九五,葉宇喬
4503,khiau-ku,khiau-ku,khiau-ku,khiau-ku,曲痀,彎腰駝背,葉宇喬
4504,khòaⁿ-tiān-iáⁿ,khoann3-tian7-iann2,khuànn-tiān-iánn,khuann3-tian7-iann2,看電影,看電影,葉宇喬
4505,kín tōa-hàn,kin2 toa7-han3,kín tuā-hàn,kin2 tua7-han3,緊大漢,快長大,葉宇喬
4506,gû-bah-mī,gu5-bah-mi7,gû-bah-mī,gu5-bah-mi7,牛肉麵,牛肉麵,葉宇喬
4507,pāi-ki,pai7-ki,pāi-ki,pai7-ki,敗機,當機,匿名
4508,bé-nn̄g,be2-nng7,bé-nn̄g,be2-nng7,馬卵,皮蛋,匿名
4510,chin thiám,chin thiam2,tsin thiám,tsin thiam2,真忝,好累,匿名
4511,gán,gan2,gán,gan2,眼,眼,匿名
4512,hàu-tai,hau3-tai,hàu-tai,hau3-tai,孝呆,傻逼,李昱瑾
4513,chhong,chhong,tshong,tshong,蒼,蒼,An Chiu
4514,phû-tōng,phu5-tong7,phû-tōng,phu5-tong7,浮動,浮球,匿名
4515,Pe̍h-phau-phau,Peh8-phau-phau,Pe̍h-phau-phau,Peh8-phau-phau,白拋拋,白拋拋,謝筱帆
4516,há-ti,ha2-ti,há-ti,ha2-ti,há-ti,硬碟,匿名
4517,táng-ló͘,tang2-loo2,táng-lóo,tang2-loo2,táng-lóo,下載,匿名
4518,khè-sù,khe3-su3,khè-sù,khe3-su3,khè-sù,案子,匿名
4519,siōng-thoân,siong7-thoan5,siōng-thuân,siong7-thuan5,上傳,上傳,匿名
4520,ap-ló͘,ap-loo2,ap-lóo,ap-loo2,ap-lóo,上傳,匿名
4521,Bông-te̍k-lāi-ko-lô,Bong5-tek8-lai7-ko-lo5,Bông-ti̍k-lāi-ko-lô,Bong5-tik8-lai7-ko-lo5,蒙特內哥羅,蒙特內哥羅,匿名
4522,lòng-khò,long3-kho3,lòng-khò,long3-kho3,挵課,衝堂,匿名
4523,siau-khián,siau-khian2,siau-khián,siau-khian2,消遣,娛樂,薛丞宏
4524,it-ti̍t leh,it-tit8 leh,it-ti̍t leh,it-tit8 leh,一直咧,一直在,匿名
4525,lī-chi̍t,li7-chit8,lī-tsi̍t,li7-tsit8,痢疾,痢疾,匿名
4526,chián thâu-chang,chian2 thau5-chang,tsián thâu-tsang,tsian2 thau5-tsang,剪頭鬃,剪頭髮,匿名
4527,Chò-som chò-kùi,Cho3-som cho3-kui3,Tsò-som tsò-kuì,Tso3-som tso3-kui3,做參做桂,調情,Âng Hiok-siông
4528,Chò-som chò-kùi,Cho3-som cho3-kui3,Tsò-som tsò-kuì,Tso3-som tso3-kui3,做參做桂,談情說愛,Âng Hiok-siông
4529,tòng-á-phôe,tong3-a2-phoe5,tòng-á-phuê,tong3-a2-phue5,擋仔皮,煞車皮,匿名
4530,ka-lông,ka-long5,ka-lông,ka-long5,膠囊,膠囊,蔡廷羿
4531,kóng-kiû,kong2-kiu5,kóng-kiû,kong2-kiu5,管球,真空管,Âng Hiok-siông
4532,kiû-á,kiu5-a2,kiû-á,kiu5-a2,球仔,真空管,Âng Hiok-siông
4533,pēⁿ-pún,penn7-pun2,pēnn-pún,penn7-pun2,病本,抵抗力,Âng Hiok-siông
4534,làu-làu,lau3-lau3,làu-làu,lau3-lau3,落落,鬆垮,匿名
4535,ka-lông-ka-pi,ka-long5-ka-pi,ka-lông-ka-pi,ka-long5-ka-pi,膠囊咖啡,膠囊咖啡,蔡廷羿
4536,bû-i,bu5-i,bû-i,bu5-i,巫醫,巫醫,匿名
4537,pēⁿ-pún khah po̍h,penn7-pun2 khah poh8,pēnn-pún khah po̍h,penn7-pun2 khah poh8,病本較薄,抵抗力弱,Âng Hiok-siông
4538,m̄-tam-su-iâⁿ,m7-tam-su-iann5,m̄-tam-su-iânn,m7-tam-su-iann5,毋擔輸贏,輸不起,Âng Hiok-siông
4539,lâng-pô͘,lang5-poo5,lâng-pôo,lang5-poo5,人酺,人乾,Âng Hiok-siông
4540,chu-bui-á-chu-bui,chu-bui-a2-chu-bui,tsu-bui-á-tsu-bui,tsu-bui-a2-tsu-bui,滋微仔滋微,心裡一甜,Âng Hiok-siông
4541,chu-bui-á-chu-bui,chu-bui-a2-chu-bui,tsu-bui-á-tsu-bui,tsu-bui-a2-tsu-bui,滋微仔滋微,竊喜,Âng Hiok-siông
4542,tàu-phìⁿ-á,tau3-phinn3-a2,tàu-phìnn-á,tau3-phinn3-a2,鬥片仔,拼圖,Khóo Ka-ióng
4543,thài-lù,thai3-lu3,thài-lù,thai3-lu3,thài-lù,磁磚,匿名
4544,hui,hui,hui,hui,暉,暉,匿名
4545,khàm-phû-lián,kham3-phu5-lian2,khàm-phû-lián,kham3-phu5-lian2,崁浮輪,抱怨,匿名
4546,Hō͘-lí-ù,Hoo7-li2-u3,Hōo-lí-ù,Hoo7-li2-u3,予你焐,好萊塢,匿名
4547,Hō͘-lí-ut,Hoo7-li2-ut,Hōo-lí-ut,Hoo7-li2-ut,予你熨,好萊塢,匿名
4548,Pò-lí-ut,Po3-li2-ut,Pò-lí-ut,Po3-li2-ut,報你熨,寶萊塢,匿名
4549,Hó-chhī-to,Ho2-chhi7-to,Hó-tshī-to,Ho2-tshi7-to,好市多,好市多,匿名
4550,Khá-sū-khò͘,Kha2-su7-khoo3,Khá-sū-khòo,Kha2-su7-khoo3,Khá-sū-khòo,好市多,匿名
4551,tê-nn̄g-ló͘,te5-nng7-loo2,tê-nn̄g-lóo,te5-nng7-loo2,茶卵滷,茶葉蛋,Tâi-gí Bāng
4552,ló͘-tê-nn̄g,loo2-te5-nng7,lóo-tê-nn̄g,loo2-te5-nng7,滷茶卵,茶葉蛋,Tâi-gí Bāng
4553,chí-hui-kut-á,chi2-hui-kut-a2,tsí-hui-kut-á,tsi2-hui-kut-a2,指揮骨仔,指揮棒,Tâi-gí Bāng
4554,ka-chì-á,ka-chi3-a2,ka-tsì-á,ka-tsi3-a2,加薦仔,購物袋,Tâi-gí Bāng
4555,tn̂g-bóe-soaⁿ-niû,tng5-boe2-soann-niu5,tn̂g-bué-suann-niû,tng5-bue2-suann-niu5,長尾山娘,藍鵲,Tâi-gí Bāng
4556,lān-chiáu,lan7-chiau2,lān-tsiáu,lan7-tsiau2,𡳞鳥,雞雞,Tâi-gí Bāng
4557,mn̂g-lî-á,mng5-li5-a2,mn̂g-lî-á,mng5-li5-a2,門籬仔,門簾,Tâi-gí Bāng
4558,pò͘-lî-á,poo3-li5-a2,pòo-lî-á,poo3-li5-a2,布籬仔,窗簾,Tâi-gí Bāng
4559,chhì-pho,chhi3-pho,tshì-pho,tshi3-pho,草莓,草莓,王智霖
4560,hân-chî-chìⁿ,han5-chi5-chinn3,hân-tsî-tsìnn,han5-tsi5-tsinn3,番薯糋,薯條,匿名
4561,Ji̍t-pún chhe̍k-á-mī,Jit8-pun2 chhek8-a2-mi7,Ji̍t-pún tshi̍k-á-mī,Jit8-pun2 tshik8-a2-mi7,日本摵仔麵,拉麵,匿名
4562,la-mī,la-mi7,la-mī,la-mi7,拉麵,拉麵,匿名
4563,la-mè-ǹg,la-me3-ng3,la-mè-ǹg,la-me3-ng3,la-mè-ǹg,拉麵,匿名
4564,khó͘,khoo2,khóo,khoo2,許,code,匿名
4565,sîn-siā,sin5-sia7,sîn-siā,sin5-sia7,神社,神社,匿名
4566,ú-tiū-lâng,u2-tiu7-lang5,ú-tiū-lâng,u2-tiu7-lang5,宇宙人,外星人,匿名
4567,ē-káng-lâng,e7-kang2-lang5,ē-káng-lâng,e7-kang2-lang5,下港人,南部人,謝昱忻
4568,Chúi-bóe,Chui2-boe2,Tsuí-bué,Tsui2-bue2,水尾,瑞穗,謝昱忻
4569,Ha̍p-pa̍k-khì,Hap8-pak8-khi3,Ha̍p-pa̍k-khì,Hap8-pak8-khi3,Ha̍p-pa̍k-khì,踢腳板,謝昱忻
4570,sak-bûn,sak-bun5,sak-bûn,sak-bun5,捒文,推文,匿名
4571,pho͘-bāng,phoo-bang7,phoo-bāng,phoo-bang7,鋪網,Po網,匿名
4572,chin hai,chin hai,tsin hai,tsin hai,真咍,很嗨,匿名
4573,tha-thá-mih,tha-tha2-mih,tha-thá-mih,tha-tha2-mih,tha-thá-mih,榻榻米,匿名
4574,lâm-pō͘-lâng,lam5-poo7-lang5,lâm-pōo-lâng,lam5-poo7-lang5,南部人,南部人,蔡廷羿
4575,iù-ki,iu3-ki,iù-ki,iu3-ki,幼妓,雛妓,匿名
4576,khà-tò͘,kha3-too3,khà-tòo,kha3-too3,khà-tòo,卡丁車,匿名
4577,ha̍k-pà,hak8-pa3,ha̍k-pà,hak8-pa3,學霸,學霸,匿名
4578,khá-teng-chhia,kha2-teng-chhia,khá-ting-tshia,kha2-ting-tshia,卡丁車,卡丁車,匿名
4579,Làm-á-kheⁿ,Lam3-a2-khenn,Làm-á-khenn,Lam3-a2-khenn,楠仔坑,楠梓,謝昱忻
4580,hēng-pau-ko͘,heng7-pau-koo,hīng-pau-koo,hing7-pau-koo,杏鮑菇,杏鮑菇,謝昱忻
4581,piah-gâm,piah-gam5,piah-gâm,piah-gam5,壁癌,壁癌,謝昱忻
4582,Iok-su-a,Iok-su-a,Iok-su-a,Iok-su-a,約書亞,約書亞,謝昱忻
4583,thó͘-ní-kó͘,thoo2-ni2-koo2,thóo-ní-kóo,thoo2-ni2-koo2,土耳古,土耳其,謝昱忻
4584,pau-pau,pau-pau,pau-pau,pau-pau,包包,包包,匿名
4585,pòng-to̍k,pong3-tok8,pòng-to̍k,pong3-tok8,謗瀆,褻瀆,謝昱忻
4586,Ka-la̍h-á,Ka-lah8-a2,Ka-la̍h-á,Ka-lah8-a2,加蚋仔,加蚋,謝昱忻
4587,khê-khê,khe5-khe5,khê-khê,khe5-khe5,㧎㧎,卡卡,匿名
4588,Bîn-kok-á to̍k,Bin5-kok-a2 tok8,Bîn-kok-á to̍k,Bin5-kok-a2 tok8,民國仔獨,華獨,Payuholake Ukiam Len
4589,Chi-ná-á sian,Chi-na2-a2 sian,Tsi-ná-á sian,Tsi-na2-a2 sian,支那仔仙,華獨份子,Payuholake Ukiam Len
4590,Bîn-kok-á sian,Bin5-kok-a2 sian,Bîn-kok-á sian,Bin5-kok-a2 sian,民國仔仙,華獨份子,Payuholake Ukiam Len
4591,Chi-ná-koaⁿ-khip-thâng,Chi-na2-koann-khip-thang5,Tsi-ná-kuann-khip-thâng,Tsi-na2-kuann-khip-thang5,支那肝吸蟲,中華肝吸蟲,Payuholake Ukiam Len
4592,Boán-chiu-sió-chhân-lê,Boan2-chiu-sio2-chhan5-le5,Buán-tsiu-sió-tshân-lê,Buan2-tsiu-sio2-tshan5-le5,滿洲小田螺,滿洲泥螺,Payuholake Ukiam Len
4593,Tāi-iâng,Tai7-iang5,Tāi-iâng,Tai7-iang5,大揚,泰雅,Payuholake Ukiam Len
4594,Su-kú-le̍k,Su-ku2-lek8,Su-kú-li̍k,Su-ku2-lik8,斯久勒,賽考利克,Payuholake Ukiam Len
4595,Tâi-kan,Tai5-kan,Tâi-kan,Tai5-kan,台奸,九點二,Payuholake Ukiam Len
4596,saⁿ-kha-á,sann-kha-a2,sann-kha-á,sann-kha-a2,三跤仔,九點二,Payuholake Ukiam Len
4597,Boán-chiu,Boan2-chiu,Buán-tsiu,Buan2-tsiu,滿洲,滿洲,匿名
4598,Boán-chiu-lī-a,Boan2-chiu-li7-a,Buán-tsiu-lī-a,Buan2-tsiu-li7-a,滿洲利亞,滿洲利亞,匿名
4599,Boán-chiu-kok,Boan2-chiu-kok,Buán-tsiu-kok,Buan2-tsiu-kok,滿洲國,滿洲國,匿名
4600,thô͘-bah,thoo5-bah,thôo-bah,thoo5-bah,塗肉,土質,匿名
4601,phô͘-phô͘-tháⁿ-tháⁿ,phoo5-phoo5-thann2-thann2,phôo-phôo-thánn-thánn,phoo5-phoo5-thann2-thann2,扶扶挺挺,奉承,薛丞宏
