"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HoaBun","EngBun","KaisoehEngbun","NounClassifier","LesuPoj","Opposite","LekuPoj","LekuEngbun","LekuHoabun","Confer","PageNumber"
"3627","āu-pái","","au7-pai2","","āu-pái","","au7-pai2","","下次、以後","the next time; in the future","","","","","","","","pái","495"
"3628","téng-pái","","teng2-pai2","","tíng-pái","","ting2-pai2","","前次、上次","the last time","","","","","","","","pái","495"
"3629","chin chē pái","","chin che7 pai2","","tsin tsē pái","","tsin tse7 pai2","","很多次","many times","","","","","","","","pái","495"
"3630","chi̍t pái","","chit8 pai2","","tsi̍t pái","","tsit8 pai2","","一次","once","","","","","","","","pái","495"
"3631","chit pái","","chit pai2","","tsit pái","","tsit pai2","","這次","this time","","","","","","","","pái","495"
"3632","ta̍k-pái","","tak8-pai2","","ta̍k-pái","","tak8-pai2","","每一次","every time","","","","","","","","pái","495"
"3633","kúi-nā-pái","","kui2-na7-pai2","","kuí-nā-pái","","kui2-na7-pai2","","好幾次","several times, a few times","","","","","","","","pái","495"
"3634","pái-kha","","pai2-kha","","pái-kha","","pai2-kha","","跛子","crippled","","","","","","","","","495"
"3635","pài-thok","","pai3-thok","","pài-thok","","pai3-thok","","拜託、請求","to politely request","","","","","Góa boeh pài-thok lí chò chit hāng tāi-chì, lí m̄-chai ū êng--bô?","I want to beg you to do a favor, I wonder if you have time?","我要拜託你做一件事情，不知你有空嗎？","","495"
"3636","pài","","pai3","","pài","","pai3","","拜","to worship; to do reverence to; to pay respects to.","","","pài thian-chú/pài mô͘-kúi/lé pài/lé pài tn̂g","","","","","","496"
"3637","pài thian-chú","","pai3 thian-chu2","","pài thian-tsú","","pai3 thian-tsu2","","拜天主","to worship God.","","","","","","","","pài","496"
"3638","pài mô͘-kúi","","pai3 moo5-kui2","","pài môo-kuí","","pai3 moo5-kui2","","拜魔鬼","to worship the devil","","","","","","","","pài","496"
"3639","lé pài","","le2 pai3","","lé pài","","le2 pai3","","禮拜","a ceremonial worship; a week","","","","","","","","pài","496"
"3640","lé pài tn̂g","","le2 pai3 tng5","","lé pài tn̂g","","le2 pai3 tng5","","禮拜堂","a Protestant Church","","","","","","","","pài","496"
"3641","pâi","","pai5","","pâi","","pai5","","排、陳列","arrange, place in a row, display","","","","","Chhiáⁿ lín pâi chò chi̍t lia̍t.","Please line up.","請你們排為一列","","496"
"3642","pâi kut","","pai5 kut","","pâi kut","","pai5 kut","","肋骨","the ribs","","","","","","","","","496"
"3643","pâi-kiû","","pai5-kiu5","","pâi-kiû","","pai5-kiu5","","排球","volleyball","","","","","","","","","496"
"3644","pài-hāu","","pai3-hau7","","pài-hāu","","pai3-hau7","","拜候","to pay a visit","","","","","","","","","496"
"3645","pâi-thek","","pai5-thek","","pâi-thik","","pai5-thik","","排斥","to reject, to eject, rejection, oppose","","","","","Pâi-thek Ji̍p-bún hòe ji̍p-kháu.","To refuse Japanese goods to enter the harbor.","排斥日本貨入口","","497"
"3646","pa̍k","","pak8","","pa̍k","","pak8","","綁、縛","to tie","","","","","Ēng soh-á pa̍k--khí-lâi./Tio̍h-ài pa̍k ho͘-ân.","Tie it up with rope (string).\You must tie it tightly.","用繩子紮起來/要縛得緊","","497"
"3647","pak","","pak","","pak","","pak","","剝","to skin, to strip off","","","pak-phôe/pak khí-lâi khòaⁿ","","","","","","497"
"3648","pak-phôe","","pak-phoe5","","pak-phuê","","pak-phue5","","剝皮","to peel, to skin","","","","","","","","pak","497"
"3649","pak khí-lâi khòaⁿ","","pak khi2-lai5 khoann3","","pak khí-lâi khuànn","","pak khi2-lai5 khuann3","","拆起來看","to take apart and look at.","","","","","","","","pak","497"
"3650","pak","","pak","","pak","","pak","","北","North","","","","","","","","","497"
"3651","pak-tó͘","","pak-too2","","pak-tóo","","pak-too2","","腹部","belly","","","pak-tó͘ thiàⁿ/pak-lāi","","","","","","497"
"3652","pak-tó͘ thiàⁿ","","pak-too2 thiann3","","pak-tóo thiànn","","pak-too2 thiann3","","肚子痛、腹痛","belly ache","","","","","","","","pak-tó͘","497"
"3653","pak-lāi","","pak-lai7","","pak-lāi","","pak-lai7","","內臟","tripe (of fowl, animals) (Lit. inside the belly)","","","","","","","","pak-tó͘","497"
"3654","pān-lí","","pan7-li2","","pān-lí","","pan7-li2","","辦理","to manage, to run","","","","","I chin gâu pān-lí ha̍k-hāu.","He is very good at running the school.","他很會辦理學校","","498"
"3655","pan","","pan","","pan","","pan","","班","a class","","","","","Lín ha̍k-hāu lóng-chóng ū kúi pan?","How many classes are there altogether in your school?","你們的學校一共有幾班？","","498"
"3656","pàng","","pang3","","pàng","","pang3","","放","to set free, to let go","","","pàng-o̍h/pàng-sái/pàng-phùi/pàng-jiō/pàng-chhiú","","","","","","498"
"3657","pàng-o̍h","","pang3-oh8","","pàng-o̍h","","pang3-oh8","","放學","to close school, dismiss pupils","","","","","","","","pàng","498"
"3658","pàng-phùi","","pang3-phui3","","pàng-phuì","","pang3-phui3","","放屁","to pass wind or gas","","","","","","","","pàng","498"
"3659","pàng-sái","","pang3-sai2","","pàng-sái","","pang3-sai2","","放便、大便","to stool","","","","","","","","pàng","498"
"3660","pàng-jiō","","pang3-jio7","","pàng-jiō","","pang3-jio7","","放尿、小便","to urinate","","","","","","","","pàng","498"
"3661","pàng-chhiú","","pang3-chhiu2","","pàng-tshiú","","pang3-tshiu2","","放手","let loose of it","","","","","","","","pàng","498"
"3662","pang-bâng","","pang-bang5","","pang-bâng","","pang-bang5","","幫忙","to help","","","","","Ná ū sím-mih tāi-chì, kàu-iú ta̍k-ke tio̍h-ài sio pang-bâng.","If any trouble arises, the Catholics must all help one another.","若有什麼事，教友大家要互相幫忙","","498"
"3663","pang-chān","","pang-chan7","","pang-tsān","","pang-tsan7","","幫助","to help","","","","","Góa bô-chîⁿ thang i pīⁿ, chhiáⁿ lí thi̍t-sut-á pang-chān góa.","I have no money to doctor my sickness, please help me just a little.","我沒有錢醫病，請你稍微幫助我","","499"
"3664","pang-chō͘","","pang-choo7","","pang-tsōo","","pang-tsoo7","","幫助","to help","","","","","Góa bô-hoat-tō͘ thang pang-chō͘--lí.","I can’t help you.","我沒辦法幫助你","","499"
"3665","pâng-keng","","pang5-keng","","pâng-king","","pang5-king","","房間","a room","","chi̍t keng","tha̍k-chheh-keng/chia̍h pn̄g keng","","","","","","499"
"3666","tha̍k-chheh-keng","","thak8-chheh-keng","","tha̍k-tsheh-king","","thak8-tsheh-king","","書房","study room","","","","","","","","pâng-keng","499"
"3667","chia̍h pn̄g keng","","chiah8 png7 keng","","tsia̍h pn̄g king","","tsiah8 png7 king","","餐廳","dining room","","","","","","","","pâng-keng","499"
"3668","pâng-kiû","","pang5-kiu5","","pâng-kiû","","pang5-kiu5","","棒球","baseball","","","","","","","","","499"
"3669","pang","","pang","","pang","","pang","","木板","a board","","chi̍t tè","o͘-pang","","","","","","499"
"3670","o͘-pang","","oo-pang","","oo-pang","","oo-pang","","黑板","the blackboard","","","","","","","","pang","499"
"3671","pa̍t","","pat8","","pa̍t","","pat8","","別","other","","","pa̍t-lâng/pa̍t-khoàn/pa̍t só͘-chāi","","","","","","499"
"3672","pa̍t-lâng","","pat8-lang5","","pa̍t-lâng","","pat8-lang5","","別人","another, other people","","","","","","","","pa̍t","500"
"3673","pa̍t-khoàn","","pat8-khoan3","","pa̍t-khuàn","","pat8-khuan3","","別種","another kind","","","","","","","","pa̍t","500"
"3674","pa̍t só͘-chāi","pa̍t ūi","pat8 soo2-chai7","pat8 ui7","pa̍t sóo-tsāi","pa̍t uī","pat8 soo2-tsai7","pat8 ui7","別地方","another place","","","","","","","","pa̍t","500"
"3675","pau","","pau","","pau","","pau","","包","a package","","","","","Chi̍t pau boeh sàng-lâng, tio̍h-ài pau hō͘ súi./Ēng chóa pau--khí-lâi.","I want to get this package as a present, you must wrap it up so that it looks pretty.\Wrap it up with paper.","這包要送給人家的，要包得好一點/用紙包起來","","500"
"3676","chi̍t pau hun","","chit8 pau hun","","tsi̍t pau hun","","tsit8 pau hun","","一包菸","a package of cigarettes","","","","","","","","","500"
"3677","mī-pau","","mi7-pau","","mī-pau","","mi7-pau","","麵包","bread","","","","","","","","","500"
"3678","sió-pau","","sio2-pau","","sió-pau","","sio2-pau","","小包、包裹","a parcel","","","","","","","","","500"
"3679","pau","","pau","","pau","","pau","","包","to pack","","","","","","","","","500"
"3680","pē-bú","","pe7-bu2","","pē-bú","","pe7-bu2","","父母","parents","","","lāu-pē","","","","","","500"
"3681","lāu-pē","","lau7-pe7","","lāu-pē","","lau7-pe7","","父親","father","","","","","","","","pē-bú","500"
"3682","pê","","pe5","","pê","","pe5","","爬","to creep (as a baby)","","","","","Chit ê âng-iⁿ-á ē-hiáu pê-- bē?","Does this infant know how to creep?","這個嬰孩會爬嗎？","","501"
"3683","pé","","pe2","","pé","","pe2","","一把、一束","a bunch, a handful of (flowers, pencils or anything that has the cl. ""[ki]"")","","chi̍t pé","","","Lí khì chhài-chhī-á bé chi̍t pé hōe.","Please go to the market and buy a bunch of flowers.","你到菜市場去買一束花來","","501"
"3684","pê","","pe5","","pê","","pe5","","搔","to scratch (an itchy spot)","","","","","Góa kha-chiah-phiaⁿ chin chiūⁿ, khah kín kā góa pê.","My back is very itchy, scratch it for me at once.","我的背很癢，快一點搔","","501"
"3685","pêⁿ","","penn5","","pênn","","penn5","","平坦","smooth, flat","","","","","","","","","501"
"3686","pêⁿ","","penn5","","pênn","","penn5","","坪","36 Square Feet. 6 feet square","","","","","","","","","501"
"3687","pêⁿ-pêⁿ","","penn5-penn5","","pênn-pênn","","penn5-penn5","","平、相等","equally","","","","","Lán lóng pêⁿ-pêⁿ sī Thian-chú ê kiáⁿ.","We are all equally the children of God.","我們一樣都是天主的孩子","","501"
"3688","pēⁿ","pīⁿ","penn7","pinn7","pēnn","pīnn","penn7","pinn7","病","sickness, disease","","","","","","","","","502"
"3689","phòa-pēⁿ","","phoa3-penn7","","phuà-pēnn","","phua3-penn7","","生病","to be sick","","","","","Goán lāu-pē phòa-pēⁿ chin kú--à.","My father has been sick a long time.","我的父親生病了很久","pēⁿ","502"
"3690","pēⁿ-īⁿ","","penn7-inn7","","pēnn-īnn","","penn7-inn7","","病院、醫院","a hospital","N.B. In Taiwan ordinary drug stores are called hospitals, and these characters appear in the name above the door.","","","","","","","","502"
"3691","peh","","peh","","peh","","peh","","攀登、爬","to climb","","","","","Lí ài peh-soaⁿ á-sī ài siû-chúi?","Do you like to climb hills or go for a swim?","你愛爬山（登山）或是愛游泳？","","502"
"3692","peh-khí-lâi","","peh-khi2-lai5","","peh-khí-lâi","","peh-khi2-lai5","","起床","to get up out of bed","","","","","","","","","502"
"3693","pe̍h-chha̍t","","peh8-chhat8","","pe̍h-tsha̍t","","peh8-tshat8","","說謊","a lie","","","","","","","","","502"
"3694","a-peh","","a-peh","","a-peh","","a-peh","","伯父","father's older brother","","","","","","","","","502"
"3695","pe̍h-bí","","peh8-bi2","","pe̍h-bí","","peh8-bi2","","白米","polished rice","","","","","","","","","503"
"3696","peh","","peh","","peh","","peh","","剝","to peel","","","peh keng-chio","","","","","","503"
"3697","peh keng-chio","","peh keng-chio","","peh king-tsio","","peh king-tsio","","剝香蕉","to peel a banana","","","","","","","","peh","503"
"3698","pe̍h","","peh8","","pe̍h","","peh8","","白","white","","","","o͘","","","","","503"
"3699","pe̍h-pe̍h-pe̍h","","peh8-peh8-peh8","","pe̍h-pe̍h-pe̍h","","peh8-peh8-peh8","","白得很","very white, spotless, immaculate.","N.B. In all these tripe forms of adjectives, the first syllable is always in the first tone regardless of its original tone. The second syllable changes according to the general rules. The third syllable remains in its original tone.","","","","","","","","503"
"3700","âng-âng-âng","","ang5-ang5-ang5","","âng-âng-âng","","ang5-ang5-ang5","","紅得很","red as fire.","","","","","","","","","503"
"3701","ba̍t-ba̍t-ba̍t","","bat8-bat8-bat8","","ba̍t-ba̍t-ba̍t","","bat8-bat8-bat8","","滿滿的","extremely crowded","","","","","","","","","503"
"3702","o͘-o͘-o͘","","oo-oo-oo","","oo-oo-oo","","oo-oo-oo","","黑漆漆","very black, very dirty","","","","","","","","","503"
"3703","pîⁿ-pîⁿ-pîⁿ","","pinn5-pinn5-pinn5","","pînn-pînn-pînn","","pinn5-pinn5-pinn5","","很平坦","very smooth, very level (Gf. Gram. P. 372)","","","","","","","","","503"
"3704","pêng","","peng5","","pîng","","ping5","","邊","side","","","hit pêng/chit pêng/chiàⁿ-chhiú-pêng/tò-chhiú-pêng","","","","","","503"
"3705","hit pêng","","hit peng5","","hit pîng","","hit ping5","","那邊","that side, there","","","","","","","","pêng","503"
"3706","chit pêng","","chit peng5","","tsit pîng","","tsit ping5","","這邊","this side","","","","","","","","pêng","503"
"3707","chiàⁿ-chhiú-pêng","","chiann3-chhiu2-peng5","","tsiànn-tshiú-pîng","","tsiann3-tshiu2-ping5","","右邊","the right hand side","","","","","","","","pêng","504"
"3708","tò-chhiú-pêng","","to3-chhiu2-peng5","","tò-tshiú-pîng","","to3-tshiu2-ping5","","左邊","the left hand side","","","","","","","","pêng","504"
"3709","pêng-siông","","peng5-siong5","","pîng-siông","","ping5-siong5","","平常","ordinary, usual","","","","","I teh phòa-pēⁿ iā chiàu pêng-siông án-ni chò.","He is sick and he works at usual.","他在生病也照（平）常（一樣）在做工","","504"
"3710","pêng-iú","","peng5-iu2","","pîng-iú","","ping5-iu2","","朋友","friend","","","","","","","","","504"
"3711","pêng-an","","peng5-an","","pîng-an","","ping5-an","","平安","peace","","","","","","","","","504"
"3712","peng","","peng","","ping","","ping","","冰","ice","","chi̍t kak","","","","","","","504"
"3713","peng-khò͘","","peng-khoo3","","ping-khòo","","ping-khoo3","","兵庫","an icebox","","","","","","","","","504"
"3714","peng-tē","","peng-te7","","ping-tē","","ping-te7","","冰袋","an ice bag","","","","","","","","","504"
"3715","peng-chím","","peng-chim2","","ping-tsím","","ping-tsim2","","冰枕","an ice pillow","","","","","","","","","504"
"3716","peng","","peng","","ping","","ping","","兵","a soldier","","","","","","","","","504"
"3717","peng-tūi","","peng-tui7","","ping-tuī","","ping-tui7","","兵隊","an army","","","","","","","","","504"
"3718","péng","","peng2","","píng","","ping2","","翻出、翻轉","to turn inside out, to turn upside down","","","","","Ke-nn̄g chian chi̍t pêng tio̍h hó, m̄-bián péng pêng chian.","Fry eggs on one side, you don’t need to turn them over and fry them.","雞卵煎一面就好了，不必翻面煎","","505"
"3719","pêng-kin","","peng5-kin","","pîng-kin","","ping5-kin","","平均","the average, the par, balance","","","","","Lí teh chò-seng-lí, chi̍t kó goe̍h pêng-kin thàn ū nn̄g-chheng kho͘--bô?","In doing business, do you make an average of two thousand dollars a month?","你在做生意，一個月平均能賺兩千元嗎？","","505"
"3720","pha","","pha","","pha","","pha","","盞","cl. for a lamp","","","chi̍t pha teng","","","","","","505"
"3721","chi̍t pha teng","","chit8 pha teng","","tsi̍t pha ting","","tsit8 pha ting","","一盞燈","a lamp","","","","","","","","pha","505"
"3722","phah","","phah","","phah","","phah","","打","to strike","","","phah-chhùi-phé/phah-kiû/phah-sí/phah-phiáⁿ/phah-phòa/phah o͘-khì/phah toaⁿ/phah-tn̄g/phah-hāi/phah tiān-ōe","","","","","","505"
"3723","phah-chhùi-phé","","phah-chhui3-phe2","","phah-tshuì-phé","","phah-tshui3-phe2","","打耳光","to slap someone's face","","","","","Lí nā kóng pe̍h-chha̍t, lí ē hō͘ lín má-mà phah chhùi-phé.","If you tell a lie, you are cheeks will be slapped by your mother.","你如說謊話，你會被你母親打耳光","phah","505"
"3724","phah-kiû","","phah-kiu5","","phah-kiû","","phah-kiu5","","打球","to play ball","","","","","Lí kin-á-ji̍t boeh khì phah-kiû, boeh phah bāng-kiû á-sī boeh phah nâ-kiû?","You are going to play ball today, are you going to play tennis or basketball?","你今天要去打球，是要打網球還是要打籃球？","phah","506"
"3725","phah-sí","","phah-si2","","phah-sí","","phah-si2","","打死","to kill","","","","","Chit ê lâng chin ài poa̍h-kiáu, phah-sí iā bē pìⁿ.","This fellow is very fond of gambling, you could kill him and he wouldn’t change. (reform).","這個人很喜歡賭博，打死也不改變","phah","506"
"3726","phah-phiáⁿ","","phah-phiann2","","phah-phiánn","","phah-phiann2","","打壞","to spoil, to injure","","","","","Lí nā chò siuⁿ kòe-thâu, lí ē phah-pháiⁿ lí ê sin-thé.","If you work beyond the proper measure, you will injure your health. (your body)","你如工作過度，你會損害身體","phah","506"
