"id","poj_unicode","poj_input","kip_unicode","kip_input","hanlo_taibun_poj","hanlo_taibun_kip","hoabun","english","poochhiong_chuliau","muithe_miachheng","hongsang_jitki","liankiat"
"1578","Taⁿ soa thūn hái liáu-gōng-kang","Tann soa thun7 hai2 liau2-gong7-kang","Tann sua thūn hái liáu-gōng-kang","Tann sua thun7 hai2 liau2-gong7-kang","擔沙坉海了戇工","擔沙坉海了戇工","","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1579","Tī chhōe-thâu-lō͘ ê sî chin sìn sǹg-miā","Ti7 chhoe7-thau5-loo7 e5 si5 chin sin3 sng3-mia7","Tī tshuē-thâu-lōo ê sî tsin sìn sǹg-miā","Ti7 tshue7-thau5-loo7 e5 si5 tsin sin3 sng3-mia7","佇揣頭路ê時真信算命","佇揣頭路ê時真信算命","但找工作卻很信命理學","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1580","Ūi-tio̍h ín-thâu-lō͘, chia̍h-thâu-lō͘-lâng ê pō͘-sò͘ pah-pah-khoán","Ui7-tioh8 in2-thau5-loo7, chiah8-thau5-loo7-lang5 e5 poo7-soo3 pah-pah-khoan2","Uī-tio̍h ín-thâu-lōo, tsia̍h-thâu-lōo-lâng ê pōo-sòo pah-pah-khuán","Ui7-tioh8 in2-thau5-loo7, tsiah8-thau5-loo7-lang5 e5 poo7-soo3 pah-pah-khuan2","為著允頭路，食頭路人ê步數百百款","為著允頭路，食頭路人ê步數百百款","為了找工作，上班族花招百出","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1581","Ha̍h ka-kī ê hèng-chhù kap kò-sèng, ē-tàng hoat-hui ka-kī choan-gia̍p ê khang-khòe","Hah8 ka-ki7 e5 heng3-chhu3 kap ko3-seng3, e7-tang3 hoat-hui ka-ki7 choan-giap8 e5 khang-khoe3","Ha̍h ka-kī ê hìng-tshù kap kò-sìng, ē-tàng huat-hui ka-kī tsuan-gia̍p ê khang-khuè","Hah8 ka-ki7 e5 hing3-tshu3 kap ko3-sing3, e7-tang3 huat-hui ka-ki7 tsuan-giap8 e5 khang-khue3","合家己ê興趣佮個性，會當發揮家己專業ê工課","合家己ê興趣佮個性，會當發揮家己專業ê工課","符合自己興趣性格，可以發揮專長的工作","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1582","Sǹg-miā iah sī thiu-chhiam ē-sái hō͘ lâng hó-chhái-thâu, m̄-koh sîn-bêng ē-tàng tàu-saⁿ-kāng ê iú-hān","Sng3-mia7 iah si7 thiu-chhiam e7-sai2 hoo7 lang5 ho2-chhai2-thau5, m7-koh sin5-beng5 e7-tang3 tau3-sann-kang7 e5 iu2-han7","Sǹg-miā iah sī thiu-tshiam ē-sái hōo lâng hó-tshái-thâu, m̄-koh sîn-bîng ē-tàng tàu-sann-kāng ê iú-hān","Sng3-mia7 iah si7 thiu-tshiam e7-sai2 hoo7 lang5 ho2-tshai2-thau5, m7-koh sin5-bing5 e7-tang3 tau3-sann-kang7 e5 iu2-han7","算命抑是抽籤會使予人好彩頭，毋過神明會當鬥相共ê有限","算命抑是抽籤會使予人好彩頭，毋過神明會當鬥相共ê有限","算命或求籤能討個吉利，但神明能幫的畢竟有限。","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1583","poa̍h-kòa","poah8-koa3","pua̍h-kuà","puah8-kua3","跋卦","跋卦","卜掛","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1584","siang-siⁿ-á-chō","siang-sinn-a2-cho7","siang-sinn-á-tsō","siang-sinn-a2-tso7","雙生仔座","雙生仔座","雙子座","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1585","kim-gû-chō","kim-gu5-cho7","kim-gû-tsō","kim-gu5-tso7","金牛座","金牛座","金牛座","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1586","sai-á-chō","sai-a2-cho7","sai-á-tsō","sai-a2-tso7","獅仔座","獅仔座","獅子座","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1587","thian-pêng-chō","thian-peng5-cho7","thian-pîng-tsō","thian-ping5-tso7","天秤座","天秤座","天秤座","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1588","siā-chhiú-chō","sia7-chhiu2-cho7","siā-tshiú-tsō","sia7-tshiu2-tso7","射手座","射手座","射手座","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1589","chúi-kan-á-chō","chui2-kan-a2-cho7","tsuí-kan-á-tsō","tsui2-kan-a2-tso7","水矸仔座","水矸仔座","水瓶座","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1590","siang-hî-chō","siang-hi5-cho7","siang-hî-tsō","siang-hi5-tso7","雙魚座","雙魚座","雙魚座","","","【民視台灣學堂】台語講世事","2018.12.06","https://youtu.be/Zxqty6mmgPg"
"1591","chǹg-thô͘ -ki","chng3-thoo5 -ki","tsǹg-thôo -ki","tsng3-thoo5 -ki","鑽塗機","鑽塗機","鑽土機","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1592","thiah-tû chhian-sóa","thiah-tu5 chhian-soa2","thiah-tû tshian-suá","thiah-tu5 tshian-sua2","拆除遷徙","拆除遷徙","拆遷","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1593","Chu-lô","Chu-lo5","Tsu-lô","Tsu-lo5","諸羅","諸羅","諸羅(嘉義舊名/平埔語)","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1594","tōa-ka-la̍h","toa7-ka-lah8","tuā-ka-la̍h","tua7-ka-lah8","大加蚋","大加蚋","Tagel，台北舊名","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1595","tōa-ko͘-hām","toa7-koo-ham7","tuā-koo-hām","tua7-koo-ham7","大姑陷","大姑陷","Takoham，大溪舊名","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1596","Chia̍h kàu chit-ê hòe-sò͘ , koaⁿ-chhâ to nǹg chi̍t-pòaⁿ--ah","Chiah8 kau3 chit-e5 hoe3-soo3 , koann-chha5 to nng3 chit8-poann3--ah","Tsia̍h kàu tsit-ê huè-sòo , kuann-tshâ to nǹg tsi̍t-puànn--ah","Tsiah8 kau3 tsit-e5 hue3-soo3 , kuann-tsha5 to nng3 tsit8-puann3--ah","食到這ê歲數，棺柴to軁一半--ah","食到這ê歲數，棺柴to軁一半--ah","","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1597","Chǹg-thô͘ -ki chhut-tōng, chia tng-teh chìn-hêng Pak-tâu Sū-lîm kho-ki-hn̂g-khu ê thiah-tû chok-gia̍p","Chng3-thoo5 -ki chhut-tong7, chia tng-teh chin3-heng5 Pak-tau5 Su7-lim5 kho-ki-hng5-khu e5 thiah-tu5 chok-giap8","Tsǹg-thôo -ki tshut-tōng, tsia tng-teh tsìn-hîng Pak-tâu Sū-lîm kho-ki-hn̂g-khu ê thiah-tû tsok-gia̍p","Tsng3-thoo5 -ki tshut-tong7, tsia tng-teh tsin3-hing5 Pak-tau5 Su7-lim5 kho-ki-hng5-khu e5 thiah-tu5 tsok-giap8","鑽塗機出動，遮當咧進行北投士林科技園區ê拆除作業","鑽塗機出動，遮當咧進行北投士林科技園區ê拆除作業","鑽土機出動，這裡正在進行北投士林科技園區拆遷作業","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1598","Ba̍k-chiu khòaⁿ--kòe-khì, hù-kīn ê kē-chhù-á chá tiō hŏng thiah kah khang-khang, ke̍k-ke chhun chi̍t-kóa-á chng-á iah hiā-phiáⁿ","Bak8-chiu khoann3--koe3-khi3, hu3-kin7 e5 ke7-chhu3-a2 cha2 tio7 hong9 thiah kah khang-khang, kek8-ke chhun chit8-koa2-a2 chng-a2 iah hia7-phiann2","Ba̍k-tsiu khuànn--kuè-khì, hù-kīn ê kē-tshù-á tsá tiō hőng thiah kah khang-khang, ki̍k-ke tshun tsi̍t-kuá-á tsng-á iah hiā-phiánn","Bak8-tsiu khuann3--kue3-khi3, hu3-kin7 e5 ke7-tshu3-a2 tsa2 tio7 hong9 thiah kah khang-khang, kik8-ke tshun tsit8-kua2-a2 tsng-a2 iah hia7-phiann2","目睭看過去，附近ê低厝仔早就hŏng拆甲空空，極加賰一寡仔磚仔抑瓦鉼。","目睭看過去，附近ê低厝仔早就hőng拆甲空空，極加賰一寡仔磚仔抑瓦鉼。","放眼望去週遭房舍早就被夷為平地和廢墟","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1599","Sīm-chì khan-liân tio̍h Pak-tâu it-tài hán-tit-khòaⁿ ê Ki-lí-gān chio̍h-chhù, mā biān-lîm hŏng thiah-tû ê miā-ūn.","Sim7-chi3 khan-lian5 tioh8 Pak-tau5 it-tai3 han2-tit-khoann3 e5 Ki-li2-gan7 chioh8-chhu3, ma7 bian7-lim5 hong9 thiah-tu5 e5 mia7-un7.","Sīm-tsì khan-liân tio̍h Pak-tâu it-tài hán-tit-khuànn ê Ki-lí-gān tsio̍h-tshù, mā biān-lîm hőng thiah-tû ê miā-ūn.","Sim7-tsi3 khan-lian5 tioh8 Pak-tau5 it-tai3 han2-tit-khuann3 e5 Ki-li2-gan7 tsioh8-tshu3, ma7 bian7-lim5 hong9 thiah-tu5 e5 mia7-un7.","甚至牽連著北投一帶罕得看ê唭哩岸石厝，嘛面臨hŏng拆除ê命運","甚至牽連著北投一帶罕得看ê唭哩岸石厝，嘛面臨hőng拆除ê命運","就連北投一帶相當罕見的唭哩岸石屋也面臨被拆除的命運","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1600","Tōa khoân-kéng ê thiah-tû chhian-sóa, thoân-thóng ê bûn-hòa chu-sán mā ū khó-lêng hŏng siau-bia̍t","Toa7 khoan5-keng2 e5 thiah-tu5 chhian-soa2, thoan5-thong2 e5 bun5-hoa3 chu-san2 ma7 u7 kho2-leng5 hong9 siau-biat8","Tuā khuân-kíng ê thiah-tû tshian-suá, thuân-thóng ê bûn-huà tsu-sán mā ū khó-lîng hőng siau-bia̍t","Tua7 khuan5-king2 e5 thiah-tu5 tshian-sua2, thuan5-thong2 e5 bun5-hua3 tsu-san2 ma7 u7 kho2-ling5 hong9 siau-biat8","大環境ê拆除遷徙，傳統ê文化資產嘛有可能hŏng消滅","大環境ê拆除遷徙，傳統ê文化資產嘛有可能hőng消滅","大環境拆遷，傳統的文化資產也有可能被消滅","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1601","Ki-lí-gān chio̍h tī gōa-lâng khòaⁿ--khí-lâi kan-na sī chio̍h-thâu niâ","Ki-li2-gan7 chioh8 ti7 goa7-lang5 khoann3--khi2-lai5 kan-na si7 chioh8-thau5 nia5","Ki-lí-gān tsio̍h tī guā-lâng khuànn--khí-lâi kan-na sī tsio̍h-thâu niâ","Ki-li2-gan7 tsioh8 ti7 gua7-lang5 khuann3--khi2-lai5 kan-na si7 tsioh8-thau5 nia5","唭哩岸石佇外人看--起來kan-na是石頭爾","唭哩岸石佇外人看--起來kan-na是石頭爾","唭哩岸石外人看或許只是石頭","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1602","M̄-koh i khiok-sī kì-lo̍k Pak-tâu ùi Ji̍t-pún sî-tāi kàu taⁿ ê piàn-chhian le̍k-sú.","M7-koh i khiok-si7 ki3-lok8 Pak-tau5 ui3 Jit8-pun2 si5-tai7 kau3 tann e5 pian3-chhian lek8-su2.","M̄-koh i khiok-sī kì-lo̍k Pak-tâu uì Ji̍t-pún sî-tāi kàu tann ê piàn-tshian li̍k-sú.","M7-koh i khiok-si7 ki3-lok8 Pak-tau5 ui3 Jit8-pun2 si5-tai7 kau3 tann e5 pian3-tshian lik8-su2.","毋過伊卻是記錄北投ùi日本時代到taⁿ ê變遷歷史","毋過伊卻是記錄北投uì日本時代到tann ê變遷歷史","卻記載著北投從日本時代到現代的變遷歷史","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1603","Chit-kái thàu-kòe chāi-tē ê gē-bûn thoân-thé kap ha̍k-hāu, kiōng-tông lâi pó-hō͘ Ki-lí-gān-chio̍h","Chit-kai2 thau3-koe3 chai7-te7 e5 ge7-bun5 thoan5-the2 kap hak8-hau7, kiong7-tong5 lai5 po2-hoo7 Ki-li2-gan7-chioh8","Tsit-kái thàu-kuè tsāi-tē ê gē-bûn thuân-thé kap ha̍k-hāu, kiōng-tông lâi pó-hōo Ki-lí-gān-tsio̍h","Tsit-kai2 thau3-kue3 tsai7-te7 e5 ge7-bun5 thuan5-the2 kap hak8-hau7, kiong7-tong5 lai5 po2-hoo7 Ki-li2-gan7-tsioh8","這改透過在地ê藝文團體佮學校，共同來保護唭哩岸石","這改透過在地ê藝文團體佮學校，共同來保護唭哩岸石","這回透過當地文藝團體和學校，力保唭哩岸石，","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1604","Kā bô-hêng ê le̍k-sú chiâⁿ-chò ū-hêng ê bûn-hòa chu-sán.","Ka7 bo5-heng5 e5 lek8-su2 chiann5-cho3 u7-heng5 e5 bun5-hoa3 chu-san2.","Kā bô-hîng ê li̍k-sú tsiânn-tsò ū-hîng ê bûn-huà tsu-sán.","Ka7 bo5-hing5 e5 lik8-su2 tsiann5-tso3 u7-hing5 e5 bun5-hua3 tsu-san2.","kā無形ê歷史成做有形ê文化資產","kā無形ê歷史成做有形ê文化資產","將無形的歷史化為有形的文化資產","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1605","Ti-lô","Ti-lo5","Ti-lô","Ti-lo5","豬羅","豬羅","豬羅(嘉義舊名/平埔語)","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1606","òaⁿ","oann3","uànn","uann3","晏","晏","晚","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1607","chū-chi̍p","chu7-chip8","tsū-tsi̍p","tsu7-tsip8","聚集","聚集","聚集","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1608","pòaⁿ-sòaⁿ","poann3-soann3","puànn-suànn","puann3-suann3","半線","半線","半線(彰化舊名/平埔語)","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1609","tâm-chúi-tē","tam5-chui2-te7","tâm-tsuí-tē","tam5-tsui2-te7","澹水地","澹水地","濕地","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1610","iáⁿ-chiah","iann2-chiah","iánn-tsiah","iann2-tsiah","影跡","影跡","痕跡","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1611","tham-koan-ù-lī","tham-koan-u3-li7","tham-kuan-ù-lī","tham-kuan-u3-li7","貪官汙吏","貪官汙吏","貪官汙吏","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1612","hoâiⁿ-hêng","hoainn5-heng5","huâinn-hîng","huainn5-hing5","橫行","橫行","橫行","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1613","bîn-piàn","bin5-pian3","bîn-piàn","bin5-pian3","民變","民變","民變","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1614","hâi-tàu","hai5-tau3","hâi-tàu","hai5-tau3","械鬥","械鬥","械鬥","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1615","chiáng-ak","chiang2-ak","tsiáng-ak","tsiang2-ak","掌握","掌握","掌握","","相關詞：ak-chhiú(握手)","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1616","biáu-sī","biau2-si7","biáu-sī","biau2-si7","藐視","藐視","藐視","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1617","chau-that","chau-that","tsau-that","tsau-that","蹧躂","蹧躂","蹧躂","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1618","chiau-that","chiau-that","tsiau-that","tsiau-that","蹧躂","蹧躂","蹧躂","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1619","Bōe-chēng/bē-chēng siūⁿ iâⁿ, tō seng siūⁿ su.","Boe7-cheng7/be7-cheng7 siunn7 iann5, to7 seng siunn7 su.","Buē-tsīng/bē-tsīng siūnn iânn, tō sing siūnn su.","Bue7-tsing7/be7-tsing7 siunn7 iann5, to7 sing siunn7 su.","未曾想贏，就先想輸","未曾想贏，就先想輸","","","","【民視台灣學堂】台語講世事","2018.12.13","https://youtu.be/WcNB_rPbt0w"
"1620","chhī-ke","chhi7-ke","tshī-ke","tshi7-ke","市街","市街","商店街","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1621","saⁿ-kha-pō͘  chi̍t khám tiàm","sann-kha-poo7  chit8 kham2 tiam3","sann-kha-pōo  tsi̍t khám tiàm","sann-kha-poo7  tsit8 kham2 tiam3","三跤步一坎店","三跤步一坎店","熱鬧非凡(商業)","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1622","chèng-lâng-oàn","cheng3-lang5-oan3","tsìng-lâng-uàn","tsing3-lang5-uan3","眾人怨","眾人怨","民怨","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1623","chhìn-chhìn-chhái-chhái","chhin3-chhin3-chhai2-chhai2","tshìn-tshìn-tshái-tshái","tshin3-tshin3-tshai2-tshai2","凊凊彩彩","凊凊彩彩","貿然","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1624","bán-koe-chhiû-tîn","ban2-koe-chhiu5-tin5","bán-kue-tshiû-tîn","ban2-kue-tshiu5-tin5","挽瓜揫藤","挽瓜揫藤","追根究底","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1625","ian-hoa-tiûⁿ","ian-hoa-tiunn5","ian-hua-tiûnn","ian-hua-tiunn5","煙花場","煙花場","聲色場所","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1626","Hiông-hiông kóng beh lâi kái lō͘-miâ, lo̍k-káng hiong-chhin kám-kak chin ku-koài","Hiong5-hiong5 kong2 beh lai5 kai2 loo7-mia5, lok8-kang2 hiong-chhin kam2-kak chin ku-koai3","Hiông-hiông kóng beh lâi kái lōo-miâ, lo̍k-káng hiong-tshin kám-kak tsin ku-kuài","Hiong5-hiong5 kong2 beh lai5 kai2 loo7-mia5, lok8-kang2 hiong-tshin kam2-kak tsin ku-kuai3","雄雄講欲來改路名，鹿港鄉親感覺真ku怪","雄雄講欲來改路名，鹿港鄉親感覺真ku怪","突然拋出要改路名，鹿港鎮民覺得莫名奇妙","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1627","Ōaⁿ lō͘-miâ húi-khì-hùi-tak bô-chhái kong-khoán, koh ū bîn-chiòng kóng che si̍t-chāi chin-hāi","Oann7 loo7-mia5 hui2-khi3-hui3-tak bo5-chhai2 kong-khoan2, koh u7 bin5-chiong3 kong2 che sit8-chai7 chin-hai7","Uānn lōo-miâ huí-khì-huì-tak bô-tshái kong-khuán, koh ū bîn-tsiòng kóng tse si̍t-tsāi tsin-hāi","Uann7 loo7-mia5 hui2-khi3-hui3-tak bo5-tshai2 kong-khuan2, koh u7 bin5-tsiong3 kong2 tse sit8-tsai7 tsin-hai7","換路名費氣費觸無彩公款，閣有民眾講這實在真害","換路名費氣費觸無彩公款，閣有民眾講這實在真害","而且換路名大費周章良費公帑，更有民眾認為這是擾民","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1628","Chún-nā ōaⁿ lō͘-miâ, m̄-nā lō͘-phiau, mn̂g-pâi, hām sin-hūn-chèng chū-chí to ài tòe leh kái.","Chun2-na7 oann7 loo7-mia5, m7-na7 loo7-phiau, mng5-pai5, ham7 sin-hun7-cheng3 chu7-chi2 to ai3 toe3 leh kai2.","Tsún-nā uānn lōo-miâ, m̄-nā lōo-phiau, mn̂g-pâi, hām sin-hūn-tsìng tsū-tsí to ài tuè leh kái.","Tsun2-na7 uann7 loo7-mia5, m7-na7 loo7-phiau, mng5-pai5, ham7 sin-hun7-tsing3 tsu7-tsi2 to ai3 tue3 leh kai2.","準若換路名，毋旦路標、門牌，連身份證to愛綴咧改","準若換路名，毋旦路標、門牌，連身份證to愛綴咧改","一旦換路名，不止路牌，門牌，連身份證住址都得全改。","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1629","Lo̍k-káng Tiong-san-lō͘ tī Chheng-kok sî-tāi hō-chò“Ngó͘-hok-tōa-ke/tāi-ke”, ke-lō͘ nn̄g pêng ū tah-pêⁿ","Lok8-kang2 Tiong-san-loo7 ti7 Chheng-kok si5-tai7 ho7-chò“Ngoo2-hok-toa7-ke/tai7-ke”, ke-loo7 nng7 peng5 u7 tah-penn5","Lo̍k-káng Tiong-san-lōo tī Tshing-kok sî-tāi hō-tsò“Ngóo-hok-tuā-ke/tāi-ke”, ke-lōo nn̄g pîng ū tah-pênn","Lok8-kang2 Tiong-san-loo7 ti7 Tshing-kok si5-tai7 ho7-tsò“Ngoo2-hok-tua7-ke/tai7-ke”, ke-loo7 nng7 ping5 u7 tah-penn5","鹿港中山路佇清國時代號做「五福大街」，街路兩爿有搭棚","鹿港中山路佇清國時代號做「五福大街」，街路兩爿有搭棚","鹿港中山路在清代稱為「五福大街」，兩邊街道搭棚架，","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
"1630","Hiān-tāi koh kā hō-chò “Bô-khoàiⁿ-thiⁿ-ke”, saⁿ-kha-pō͘ chi̍t khám tiàm, sī siōng tn̂g ê chhī-ke.","Hian7-tai7 koh ka7 ho7-cho3 “Bo5-khoainn3-thinn-ke”, sann-kha-poo7 chit8 kham2 tiam3, si7 siong7 tng5 e5 chhi7-ke.","Hiān-tāi koh kā hō-tsò “Bô-khuàinn-thinn-ke”, sann-kha-pōo tsi̍t khám tiàm, sī siōng tn̂g ê tshī-ke.","Hian7-tai7 koh ka7 ho7-tso3 “Bo5-khuainn3-thinn-ke”, sann-kha-poo7 tsit8 kham2 tiam3, si7 siong7 tng5 e5 tshi7-ke.","現代閣kā號做「無khoàiⁿ天街」，三跤步一坎店，是上長ê市街","現代閣kā號做「無khuàinn天街」，三跤步一坎店，是上長ê市街","稱作「不見天街」，熱鬧非凡，也是最長的商店街","","","【民視台灣學堂】台語講世事","2018.12.20","https://youtu.be/Yzmcp0gGFBY"
